NatEmis,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,StreetName,Street,StreetType,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,PostalAddress,Telephone,TEL LENGTH,cellno,CELL LENGTH,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
500442779,5,KZ,ADVENT HOPE CHRISTIAN SCHOOL,ADVENT HOPE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC27,UMKHANYAKUDE DISTRICT MUNICIPALITY,KZN272,JOZINI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,ZULULAND,UMKHANYAKUDE,UBOMBO,THE,MANAGER,,,,,,,,,,,,,,,,,TO BE UPDATED,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,,,272,16,457,20,430,14,323,92,,TRUE,1,1,2
200100018,2,EC,AEROVILLE SECONDARY SCHOOL,AEROVILLE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),084104,084104,TO BE UPDATED,620002,4201002,AEROVILLE(SOMERSET EAST) (20),25.60073,-32.74592,NEIMS 2007,163,SOMERSET-OOS/EAST,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,21002002,2,20207000,NONE,NOT APPLICABLE,GRAAFF-REINET,CIRCUIT4,K.T,GEDULD,,PERSEVERRANCE ROAD,PERSEVERRANCE,ROAD,,AEROVILLE,SOMERSETEAST,5850,"PERSEVERRANCE ROAD,AEROVILLE,SOMERSETEAST,5850",P.O.BOX 336,SOMERSET EAST,"P.O.BOX 336,SOMERSET EAST,5850",0422431491,10,0829232010,10,URBAN,YES,ABCD,4,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1109,31,1038,34,1001,33,898,34,892,33,,TRUE,94,83,177
442506316,4,FS,AFRIKAANSE  H/SKOOL KROONSTAD,AFRIKAANSE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),125200,194202,1104,3202001,3202001,AFRIKAANSE  HSKOOL KROONSTAD,27.233151,-27.635773,FSED 2007,316,KROONSTAD,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS201,MOQHAKA LOCAL MUNICIPALITY,42001003,3,41701004,ELANDIA,NOT APPLICABLE,FEZILE DABI,16,A,VAN RENSBURG,,DU TOIT STREET,DU TOIT,STREET,,,KROONSTAD,9500,"DU TOIT STREET,KROONSTAD,9500",PRIVATE BAG X53,MREWAG,"PRIVATE BAG X53,MREWAG,9500",0562123159,10,0833060244,10,URBAN,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,523,28,534,28,552,29,579,29,575,31,,TRUE,51,66,117
700230110,7,GT,AFRIKAANSE HOËR MEISIESKOOL,AFRIKAANSE MEISIE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,904194,TO BE UPDATED,230110,8230110,AFRIKAANSE HOER MEISIESKOOL,28.2196183336,-25.7570066666,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600056,56,77612124,SUNNYSIDE,NOT APPLICABLE,TSHWANE SOUTH,TO BE UPDATED,MG,JORDAAN,1,1 BOND STREET,BOND,STREET,,CLYDESDALE,PRETORIA,0002,"1 BOND STREET,CLYDESDALE,PRETORIA,0002",BOND STREET,PRETORIA,"BOND STREET,PRETORIA,0002",0123443811,10,0825570685,10,URBAN,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1000,55,953,58,1019,71,1030,58,1016,65,,TRUE,248,,248
700230128,7,GT,AFRIKAANSE HOËR SEUNSKOOL,AFRIKAANSE SEUN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,904193,TO BE UPDATED,230128,8230128,AFRIKAANSE HOER SEUNSKOOL,28.2214966669,-25.756741667,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600056,56,77612101,PRETORIA UNIVERSITY & SCHOOLS,NOT APPLICABLE,TSHWANE SOUTH,TO BE UPDATED,DR. P,EDWARDS,1,1 LYNNWOOD WEG,LYNNWOOD,WEG,,CLYDESDALE,PRETORIA,0002,"1 LYNNWOOD WEG,CLYDESDALE,PRETORIA,0002",POSBUS 14078,HATFIELD,"POSBUS 14078,HATFIELD,0028",0123443805,10,0825725975,10,URBAN,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1204,77,1198,66,1204,71,1216,73,1207,74,,TRUE,,325,325
600100013,6,NW,AGELELANG THUTO,AGELELANG THUTO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),961629,961629,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,23.46496,-26.16578,NEIMS 2007,83,GANYESA,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW391,KAGISANO LOCAL MUNICIPALITY,63901012,12,61104008,KHUNKWE,DR RUTH SEGOMOTSI MOMPATI,KAGISANO MOLOPO,MOROKWENG 2,THE,MANAGER,,MANYELEDI VILLAGE,MANYELEDI,VILLAGE,MANYELEDI,,MOROKWENG,8614,"MANYELEDI VILLAGE,MANYELEDI,MOROKWENG,8614",PRIVATE BAG X1016,MOROKWENG,"PRIVATE BAG X1016,MOROKWENG,8614",0824327825,10,,,TO BE UPDATED,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,740,FALSE,TRUE,TO BE UPDATED,85,4,83,4,95,3,74,3,88,3,,TRUE,,1,1
600100014,6,NW,AGISANANG  PUBLIC SCHOOL,AGISANANG,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,083204,083204,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,25.82308,-26.55926,NEIMS 2007,86,DELAREYVILLE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW382,TSWAING LOCAL MUNICIPALITY,63802008,8,60701000,NONE,DR KENNETH KAUNDA,MAQUASSI HILLS,TSWAING,M.A,MOTOKO,,,,,,AGISANANG,SANNIESHOF,2760,"AGISANANG,SANNIESHOF,2760",P.O.BOX 79,SANNIESHOF,"P.O.BOX 79,SANNIESHOF,2760",0186840023,10,0765016570,10,TO BE UPDATED,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,740,FALSE,TRUE,TO BE UPDATED,1403,38,1469,41,1396,41,1323,42,1245,43,,TRUE,,3,3
443011166,4,FS,AHA SETJHABA P/S,AHA SETJHABA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),130500,823233,2995,NOT APPLICABLE,,NOT APPLICABLE,27.47317,-26.932149,FSED 2007,318,PARYS,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS203,NGWATHE LOCAL MUNICIPALITY,42003014,14,41809002,LUSAKA,NOT APPLICABLE,FEZILE DABI,15,MP,LETLOENYANE,4955,4955 BROWN STREET,BROWN,STREET,,,PARYS,9585,"4955 BROWN STREET,PARYS,9585",P.O.BOX  1126,,"P.O.BOX  1126,9585",0568198192,10,0845734607,10,URBAN,YES,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,FALSE,TO BE UPDATED,1041,28,1002,29,1003,30,864,29,881,27,,TRUE,,1,1
300041401,3,NC,AJ FERREIRA SEKONDÊRE SKOOL,A.J. FERREIRA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),99,970546,8518,2041401,2041401,H/SKOOL A J FERREIRA,21.20117,-28.45136,NEIMS 2007,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC083,KHARA HAIS LOCAL MUNICIPALITY,30803001,99,31711016,ROSEDALE EXT 1,NOT APPLICABLE,SIYANDA,NOTAPPLICABLE,F.W,CLARKE,,UILSBERG STREET,UILSBERG,STREET,,ROSEDALE,UPINGTON,8801,"UILSBERG STREET,ROSEDALE,UPINGTON,8801",POSBUS 1829,UPINGTON,"POSBUS 1829,UPINGTON,8800",0543391848,10,0783055418,10,URBAN,YES,ABCD,4,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1140,40,1243,38,1101,40,1175,37,1202,38,SATELITE,TRUE,3,2,5
443104215,4,FS,AJC JOOSTE C/S,AJC JOOSTE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),123200,193302,5204,3161001,3161001,AJC JOOSTE H/SKOOL,25.417066,-29.108001,FSED 2007,309,PETRUSBURG,DC16,XHARIEP DISTRICT MUNICIPALITY,FS161,LETSEMENG LOCAL MUNICIPALITY,41601005,5,40107004,PETRUSBURG NU,NOT APPLICABLE,XHARIEP,14,J.H,PRINSLOO,,OSSEWA STREET,OSSEWA,STREET,,,PETRUSBURG,9932,"OSSEWA STREET,PETRUSBURG,9932",,,9932,0535740176,10,0762107449,10,URBAN,NO,NONE,1,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,TRUE,TO BE UPDATED,478,17,471,17,492,18,479,20,503,21,,TRUE,84,92,176
445109039,4,FS,AKOFANG I/S,AKOFANG,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),128500,912022,2386,NOT APPLICABLE,,NOT APPLICABLE,28.818526,-28.517242,FSED 2007,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904030,30,41512000,PHUTHADITJHABA SP,NOT APPLICABLE,THABO MOFUTSANYANA,31,JN,MASITENG,,NTEO STREET,NTEO,STREET,,,PHUTHADITJHABA,9866,"NTEO STREET,PHUTHADITJHABA,9866",P.O.BOX  5258,,"P.O.BOX  5258,9866",0587131367,10,0834779859,10,URBAN,YES,ABCDE,2,Y,MALUTI-A-PHOFUNG,RURAL,YES,0,FALSE,TRUE,TO BE UPDATED,409,14,430,11,428,14,521,13,496,14,,TRUE,1,,1
441103107,4,FS,ALBERTINA SISULU S/S,ALBERTINA SISULU,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),122239,312500,8233,3161002,3161002,ALBERTINA SISULU,25.935745,-29.736474,FSED 2007,307,EDENBURG,DC16,XHARIEP DISTRICT MUNICIPALITY,FS162,KOPANONG LOCAL MUNICIPALITY,41602002,2,40203000,EDENBURG SP,NOT APPLICABLE,XHARIEP,5,K.S,LEHARE,,PHETLHU STREET,PHETLHU,STREET,,,EDENBURG,9908,"PHETLHU STREET,EDENBURG,9908",P.O.BOX  58,EDENBURG,"P.O.BOX  58,EDENBURG,9908",0517431859,10,0725907019,10,URBAN,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,YES,0,FALSE,TRUE,TO BE UPDATED,506,21,563,19,511,19,502,20,460,16,,TRUE,2,1,3
121112200,1,WC,ALBERTINIA HS.,ALBERTINIA,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),112200,005543,TO BE UPDATED,3301,1353301,ALBERTINIA HS.,21.584806,-34.199941,WCED,57,RIVERSDAL,DC4,EDEN DISTRICT MUNICIPALITY,WC042,HESSEQUA LOCAL MUNICIPALITY,10402002,2,11601000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,01,DJ,KARELSE,13,13 HORN STREET,HORN,STREET,,,ALBERTINIA,6695,"13 HORN STREET,ALBERTINIA,6695",POSBUS 180,ALBERTINIA,"POSBUS 180,ALBERTINIA,6695",0287351018,10,0824148778,10,RURAL,YES,ABCDE,4,N,NOT APPLICABLE,NOT APPLICABLE,NO,388,FALSE,FALSE,TO BE UPDATED,400,16,404,17,381,16,425,16,486,17,,TRUE,32,17,49
500100788,5,KZ,ALEXANDRA H,ALEXANDRA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),99,073121,TO BE UPDATED,5311164,5311301,ALEXANDRA HIGH,30.38785,-29.6163,NEIMS 2007,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205036,36,51109045,SCOTTSVILLE,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG,MR. C,HEYMANS,53,53 ALEXANDRA STREET,ALEXANDRA,STREET,,SCOTTVILLE,PIETERMARITZBURG,3209,"53 ALEXANDRA STREET,SCOTTVILLE,PIETERMARITZBURG,3209",PRIVATE BAG X6,SCOTTSVILLE,"PRIVATE BAG X6,SCOTTSVILLE,3209",0333948252,10,0832963446,10,URBAN,NO,NONE,5,N,NOT APPLICABLE,NOT APPLICABLE,NO,0,FALSE,FALSE,TO BE UPDATED,1089,50,1106,49,1077,51,1060,51,1078,49,,TRUE,,46,46
