NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
800034812,800034812,8,MP,ELUKWATINI ACADEMY,ELUKWATINI,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,800034812,99,NOT APPLICABLE,,,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP301,ALBERT LUTHULI LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,BADPLAAS,THE,MANAGER,,,,,,,,,,P.O.BOX 994,ELUKWATINI,1192,"P.O.BOX 994,ELUKWATINI,1192",0822647545,0822647545,TO BE UPDATED,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,18/10/2005,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800034812,800034812,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,37,9,33,7,22,8,44,7,,87,9,,89,9,,,,,TRUE,2,4,6,
200500205,500205,2,EC,ENQABENI JUNIOR SECONDARY SCHOOL,ENQABENI,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,TO BE UPDATED,TRANSKEI,014141,014141,TO BE UPDATED,99,NOT APPLICABLE,29.67817,-30.89052,NEIMS 2007,99,149,SIPHAQENI/FLAGSTAFF,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501009,9,23010030,NHANEZWE,NOT APPLICABLE,MBIZANA,Situkutezi,T.N,MFINGWANA,,ENQABENI,AGRICULTURAL AUTHORITY,ENQABENI AGRICULTURAL AUTHORITY,,,FLAGSTAFF,,",ENQABENI A/A,BIZANA,4810",P.O.BOX 424,FLAGSTAFF,4810,"P.O.BOX 424,FLAGSTAFF,4810",0392510975,0733326608,RURAL,YES,ABCD,,Y,O.R.TAMBO,RURAL,01/01/1920,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,EC,EC,200500205,200500205,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC500205,0,TO BE UPDATED,TO BE UPDATED,703,18,687,18,707,19,726,20,,561,19,,604,18,,,,,TRUE,355,358,713,
136476366,0136476366,1,WC,ESELBANK MOR PRIM.,ESELBANK MOR,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SUBJECTS,PRIVATE,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),476366,2527,TO BE UPDATED,99,NOT APPLICABLE,19.215203,-32.347368,WCED,99,71,CLANWILLIAM,DC1,WEST COAST DISTRICT MUNICIPALITY,WC012,CEDERBERG LOCAL MUNICIPALITY,10102006,6,10201001,CLANWILLIAM NU,NOT APPLICABLE,WEST COAST,04,CA,MOUTON,,ESELBANK,,ESELBANK,,WUPPERTHAL,WUPPERTAL,8138,"ESELBANK,WUPPERTHAL,WUPPERTAL,8138",POST OFFICE,WUPPERTAL,8138,"POST OFFICE,WUPPERTAL,8138",0274923830,0274923996,RURAL,YES,ABCDE,1,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,WC,WC,136476366,136476366,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,19,2,20,2,15,2,17,2,,17,2,,14,2,,,,,TRUE,5,3,8,
130333344,0130333344,1,WC,ESSELENPARK SEK.,ESSELENPARK,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,"BUSINESS, COMMERCE AND MANAGEMENT",PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),333344,3077,TO BE UPDATED,1318818,ESSELENPARK SEK.,19.455085,-33.655564,WCED,99,174,WORCESTER,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205011,11,10908005,FLORIAN PARK,NOT APPLICABLE,CAPE WINELANDS,06,J,ADRIAANSE,,BUITENKANT,STREET,BUITENKANT STREET,,FLORIAN PARK,WORCESTER,6849,"BUITENKANT STREET,FLORIAN PARK,WORCESTER,6849",P.O.BOX 308,WORCESTER,6849,"P.O.BOX 308,WORCESTER,6849",0233470174,0845828330,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,130333344,130333344,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0130333344,0,TO BE UPDATED,TO BE UPDATED,1211,44,1393,46,1307,45,1393,44,,1505,44,,1604,47,,,,,TRUE,33,20,53,
500141858,141858,5,KZ,ESTCOURT S (ALEXANDER ST),ESTCOURT,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5211213,ESTCOURT SECONDARY SCHOOL,29.87913,-29.00616,NEIMS 2007,99,289,ESTCOURT,DC23,UTHUKELA DISTRICT MUNICIPALITY,KZN234,UMTSHEZI LOCAL MUNICIPALITY,52304003,3,51601005,ESTCOURT CENTRAL,UKHAHLAMBA,OTHUKELA,ESTCOURT,MRS .S,JUAN,,ALEXANDER,STREET,ALEXANDER STREET,,WEMBEZI,ESCOURT,3310,"ALEXANDER STREET,WEMBEZI,ESCOURT,3310",P.O.BOX 686,ESTCOURT,3310,"P.O.BOX 686,ESTCOURT,3310",0363525001,0781420352,RURAL,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,KZ,KZ,500141858,500141858,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ141858,0,TO BE UPDATED,TO BE UPDATED,718,26,737,23,831,26,794,26,,777,27,,797,27,,,,,TRUE,44,26,70,
996606510,996606510,9,LP,EXCELSIOR,EXCELSIOR,OPEN,INDEPENDENT,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,800029835,7671902,EXCELSIOR COLLEGE,,,TO BE UPDATED,99,TO BE UPDA,NEBO,TO BE UPDATED,NKANGALA DISTRICT MUNICIPALITY,TO BE UPDATED,GREATER MARBLE HALL LOCAL MUNICIPALITY,90304008,8,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,GROBLERSDAL,UNKNOWN,ACBRANDT,40,J PERSEEL,,40 J PERSEEL,,TOITSKRAAL WOONGEBIED,MARBLE HALL,0450,"40 J PERSEEL,TOITSKRAAL WOONGEBIED,MARBLE HALL,0450",P.O.BOX 700,MARBLEHALL,0450,"P.O.BOX 700,MARBLEHALL,0450",0132611067,,TO BE UPDATED,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,99,FALSE,FALSE,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,TO BE UPDATED,MP,LP,800029835,996606510,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NEWLY CREATED SCHOOL BASED ON 2007 DEMARCATION,TO BE UPDATED,1,TO BE UPDATED,TO BE UPDATED,136,14,144,14,126,13,125,12,,162,14,,118,13,,,,,TRUE,52,40,92,
441207293,441207293,4,FS,EXCELSIOR C/S,EXCELSIOR C/S,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),126206,192308,7862,3173006,EXCELSIOR C\SCHOOL,27.055457,-28.936365,FSED 2007,99,360,EXCELSIOR,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703007,7,40603000,EXCELSIOR SP,NOT APPLICABLE,MOTHEO,8,MJ,ALBERTS,,STEYN,STREET,STEYN STREET,,,EXCELSIOR,,"STEYN STREET,EXCELSIOR,",P.O.BOX 59,EXCELSIOR,9760,"P.O.BOX 59,EXCELSIOR,9760",051-973 0061,0843991258,Urban,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,441207293,441207293,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41207293,0,TO BE UPDATED,TO BE UPDATED,374,17,427,17,323,15,322,16,,371,13,,403,17,,,,,TRUE,37,27,64,
700400008,400008,7,GT,FOUNDERS COMMUNITY SCHOOL,FOUNDERS COMMUNITY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,8400008,FOUNDERS COMMUNITY SCHOOL,28.1940949999,-25.7587933331,GDE2010,99,TO BE UPDA,TO BE UPDATED,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600060,60,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TSHWANE SOUTH,NOT APPLICABLE,Mr,Phago,600,VANDERWALTST,,600 VANDERWALTST,,BEREA PARK,PRETORIA,0001,"600 VANDERWALTST,BEREA PARK,PRETORIA,0001",P.O.BOX 853,PRETORIA,0001,"P.O.BOX 853,PRETORIA,0001",0123229908,0822267622,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700400008,700400008,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,756,25,582,22,542,24,450,24,,446,24,,461,27,,,,,TRUE,1,5,6,
441501275,441501275,4,FS,FOURIESBURG I/S,FOURIESBURG I/S,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),120506,191108,9064,3191062,TO BE UPDATED,28.207336,-28.617732,FSED 2007,99,339,FOURIESBURG,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902013,13,41306000,FOURIESBURG SP,NOT APPLICABLE,THABO MOFUTSANYANA,40,A,HATTINGH,,STEYN,STREET,STEYN STREET,,,FOURIESBURG,9725,"STEYN STREET,FOURIESBURG,9725",POST OFFICE,FOURIESBURG,9725,"POST OFFICE,FOURIESBURG,9725",0582230208,0834205646,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,441501275,441501275,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41501275,0,TO BE UPDATED,TO BE UPDATED,364,14,363,10,353,14,354,14,,342,13,,345,14,,,,,TRUE,28,27,55,
300034303,34303,3,NC,FRANCOIS VISSER PRIMÊRE SKOOL,FRANCOIS VISSER,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),TO BE UPDATED,TO BE UPDA,8243,99,NOT APPLICABLE,19.38745,-29.12421,NEIMS 2007,99,TO BE UPDA,KENHARDT,DC6,NAMAKWA DISTRICT MUNICIPALITY,NC067,KHÂI-MA LOCAL MUNICIPALITY,30607001,99,30605000,NONE,NOT APPLICABLE,NAMAQUA,NOT APPLICABLE,MR. P,ROMAN,,BANFOFF,STREET,BANFOFF STREET,,BLYVOORUITSIG,POFADDER,8890,"BANFOFF STREET,BLYVOORUITSIG,POFADDER,8890",P.O.BOX 90,POFADDER,8890,"P.O.BOX 90,POFADDER,8890",0549330159,,RURAL,YES,ACD,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NC,NC,300034303,300034303,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC34303,0,TO BE UPDATED,TO BE UPDATED,535,16,518,13,562,14,614,15,,607,15,,633,16,,SATELITE,,,TRUE,3,5,8,
108312212,0108312212,1,WC,FRANSCHHOEK HS.,FRANSCHHOEK,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312212,5516,TO BE UPDATED,1317707,FRANSCHHOEK HS.,19.121708,-33.909746,WCED,99,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC024,STELLENBOSCH LOCAL MUNICIPALITY,10204001,99,10801001,FRANSCHHOEK SOUTH,NOT APPLICABLE,CAPE WINELANDS,01,JJ,CILLIERS,,AKADEMIE,STREET,AKADEMIE STREET,,FRANSCHHOEK,FRANSCHOEK,7690,"AKADEMIE STREET,FRANSCHHOEK,FRANSCHOEK,7690",P.O.BOX 43,FRANSCHHOEK,7690,"P.O.BOX 43,FRANSCHHOEK,7690",0218762079,0723941019,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,108312212,108312212,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0108312212,0,TO BE UPDATED,TO BE UPDATED,273,19,258,18,338,21,388,21,,400,22,,399,23,,,,,TRUE,27,37,64,
200600204,600204,2,EC,FREEMANTLE BOYS' HIGH SCHOOL,FREEMANTLE,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TRANSKEI,124137,124137,TO BE UPDATED,4081004,FREEMANTLE S.S. SCHOOL (08),27.18657,-31.70874,NEIMS 2007,99,295,CACADU/GLEN GREY/LADY FRERE,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC136,EMALAHLENI LOCAL MUNICIPALITY,21306005,5,22315011,FREEMANTLE,NOT APPLICABLE,LADY FRERE,CIRCUIT 1,D.B,DUMSE,,,,,FREEMANTLE,,LADYFRERE,5410,"FREEMANTLE FARM,LADY FRERE,5410",P.O.BOX 16,LADYFRERE,5410,"P.O.BOX 16,LADYFRERE,5410",,0825448485,RURAL,YES,ABCD,,Y,BUSHBUCKRIDGE,RURAL,01/01/1939,,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,EC,EC,200600204,200600204,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600204,0,TO BE UPDATED,TO BE UPDATED,299,10,267,10,300,12,357,12,,425,9,,479,14,,,,,TRUE,,94,94,
300044208,44208,3,NC,GAMAGARA HOËRSKOOL,DEBEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,8791,2044208,H/SKOOL GAMAGARA,22.8765,-27.59711,NEIMS 2007,99,3,KURUMAN,DC45,KGALAGADI DISTRICT MUNICIPALITY,NC453,GAMAGARA LOCAL MUNICIPALITY,34503002,2,32401000,NONE,NOT APPLICABLE,JOHN TAOLO GAETSEWE,NOT APPLICABLE,G.S,SIBIYA,26,MAIN,STREET,26 MAIN STREET,,DEBEN,DIBENG,8463,"26 MAIN STREET,DEBEN,DIBENG,8463",P.O.BOX 3,DIBENG,8463,"P.O.BOX 3,DIBENG,8463",0537910320,0537910320,RURAL,YES,ABCD,1,Y,KGALAGADI,RURAL,01/01/1900,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NC,NC,300044208,300044208,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC44208,0,TO BE UPDATED,TO BE UPDATED,575,19,524,16,551,20,560,20,,537,21,,583,18,,SATELITE,,,TRUE,32,53,85,
500146853,146853,5,KZ,GAMALAKHE COMMERCIAL H,GAMALAKHE,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5312208,GAMALAKHE COMMERCIAL H,30.340333,-30.80445,NEIMS 2007,99,37,PORT SHEPSTONE,DC21,UGU DISTRICT MUNICIPALITY,KZN216,HIBISCUS COAST LOCAL MUNICIPALITY,52106026,26,50603000,NONE,UMGUNGUNDLOVU,PORT SHEPSTONE,SAYIDI,M.P,BOHIELA,15,GAMALAKHE,LOCATION,15 GAMALAKHE LOCATION,GAMALAKHE LOCATION,GAMALAKHE,PORT SHEPSTONE,4265,"15 GAMALAKHE LOCATION,GAMALAKHE,PORT SHEPSTONE,4265",PRIVATE BAG X1002,STMICHAELSONSEA,4265,"PRIVATE BAG X1002,STMICHAELSONSEA,4265",0393181532,0836944459,URBAN,NO,NONE,,Y,UGU,RURAL,01/01/1900,,0,TRUE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500146853,500146853,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ146853,0,TO BE UPDATED,TO BE UPDATED,930,28,926,26,927,30,917,31,,916,29,,856,32,,,,,TRUE,526,394,920,
200100238,100238,2,EC,GAMBLE STREET SECONDARY SCHOOL,GAMBLE,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),224130,224130,TO BE UPDATED,4231003,GAMBLE STREET SECONDARY SCHOOL (,25.38558,-33.76564,NEIMS 2007,99,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500048,48,27518006,COLLEGE HILL,NOT APPLICABLE,UITENHAGE,CIRCUIT 6,LJ,BARNES,,GAMBLE,STREET,GAMBLE STREET,,RIVERSIDE,UITENHAGE,6230,"GAMBLE STREET,UITENHAGE,6230",PRIVATE BAG X40,UITENHAGE,6230,"PRIVATE BAG X40,UITENHAGE,6230",0419910757,0832253618,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1910,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100238,200100238,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100238,0,TO BE UPDATED,TO BE UPDATED,1373,33,1210,38,1131,37,1042,35,,1150,35,,1226,38,,,,,TRUE,72,25,97,
500147001,147001,5,KZ,GANGES S,GANGES,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF DELEGATES(HOD),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,5411406,GANGES SECONDARY,30.9636,-29.948,NEIMS 2007,99,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200068,68,57218068,MOBENI WEST,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,DG,REDDY,61,JAMMU,ROAD,61 JAMMU ROAD,,MEREBANK,DURBAN,4059,"61 JAMMU ROAD,MEREBANK,DURBAN,4059",P.O.BOX 31380,MEREBANK,4059,"P.O.BOX 31380,MEREBANK,4059",0314624722,0828312577,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500147001,500147001,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ147001,0,TO BE UPDATED,TO BE UPDATED,1206,45,1214,44,1227,45,1231,44,,1276,47,,1279,47,,,,,TRUE,3,5,8,
500148407,148407,5,KZ,GEZAHLALE P,GEZAHLALE,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,KWAZULU NATAL EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,30.94773,-28.40875,NEIMS 2007,99,219,BABANANGO,DC24,UMZINYATHI DISTRICT MUNICIPALITY,KZN242,NQUTU LOCAL MUNICIPALITY,52402014,14,53109007,GEZAHLALE,ZULULAND,EMPANGENI,NKANDLA,GW,CELE,,FORT LOUIS,,FORT LOUIS,,,BABANANGO,3855,"FORT LOUIS,BABANANGO,3855",P.O.BOX 7430,NKANDLA,3855,"P.O.BOX 7430,NKANDLA,3855",,0826232870,RURAL,NO,NONE,1,Y,UMZINYATHI,RURAL,01/01/1900,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,KZ,KZ,500148407,500148407,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ148407,0,TO BE UPDATED,TO BE UPDATED,202,6,188,5,237,6,248,5,,241,7,,271,7,,,,,TRUE,5,2,7,
200100250,100250,2,EC,GILL COLLEGE SENIOR SECONDARY SCHOOL,GILL,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),084138,084138,TO BE UPDATED,4201007,GILL COLLEGE,25.58834,-32.72229,NEIMS 2007,99,163,SOMERSET-OOS/EAST,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,21002002,2,20207000,NONE,NOT APPLICABLE,GRAAFF-REINET,CIRCUIT 4,SG,ZIETSMAN,,COLLEGE,ROAD,COLLEGE ROAD,,SOMERSET EAST,SOMERSETEAST,5850,"COLLEGE ROAD,SOMERSET EAST,5850",P.O.BOX 196,SOMERSET EAST,5850,"P.O.BOX 196,SOMERSET EAST,5850",0422432643,0834565982,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,TRUE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100250,200100250,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC100250,0,TO BE UPDATED,TO BE UPDATED,267,15,263,16,284,16,284,15,,299,15,,298,18,,,,,TRUE,29,29,58,
996606540,996606540,9,LP,GOOD SHEPHERD MODEL,GOOD SHEPHERD MODEL,OPEN,INDEPENDENT,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,7671904,GOOD SHEPERD MODEL S,,,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,NKANGALA DISTRICT MUNICIPALITY,TO BE UPDATED,GREATER MARBLE HALL LOCAL MUNICIPALITY,90304006,6,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,GROBLERSDAL,THE,MANAGER,,,,,,,,,,P.O.BOX 1365,MARBLEHALL,0450,"P.O.BOX 1365,MARBLEHALL,0450",,,TO BE UPDATED,YES,TO BE UPDATED,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,LP,LP,996606540,996606540,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,662,22,,,713,20,759,21,,854,22,,649,24,,,,,TRUE,38,49,87,
443907250,443907250,4,FS,GORONYANE S/S,GORONYANE S/S,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126209,950002,7452,3173007,GORONYANE HIGH SCHOOL,26.806948,-29.192512,FSED 2007,99,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702040,40,40510011,SELOSESHA,NOT APPLICABLE,MOTHEO,40,SC,MALELU,3152,ONE,UNIT,3152 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9775,"3152 ONE UNIT,SELOSESHA,SELOSESHA UNIT 1,THABANCHU,9775",PRIVATE BAG X720,SELOSESHA,9775,"PRIVATE BAG X720,SELOSESHA,9775",0518733607,0720423101,Urban,Yes,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,443907250,443907250,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS43907250,0,TO BE UPDATED,TO BE UPDATED,992,32,952,31,685,29,421,27,,558,25,,808,30,,,,,TRUE,4,4,8,
