NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
800029215,800029215,8,MP,ADULLAM CHRISTIAN SCHOOL,ADULLAM,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.07871,-26.50476,GEOCODED,212,HOEVELDRIFT,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,83007010,10,80501003,STANDERTON (NU),GERT SIBANDE,NOT APPLICABLE,HIGHVELDRIDGE EAST,J.P,MALAN,,,,,,ADULLAM,GOVAN MBEKI,2280,"ADULLAM,GOVAN MBEKI,2280",P.O.BOX 395,EVANDER,2280,"P.O.BOX 395,EVANDER,2280",0176892001,TO BE UPDA,YES,ABCDE,99,N,NOT APPLICABLE,NOT APPLICABLE,01-Apr-00,NO,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,125,10,142,11,139,10,147,11,TRUE,6,7,13
200501564,501564,2,EC,ADVENT COMPREHENSIVE SCHOOL,ADVENT,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,103280,4032025,ADVENT COMPREHENSIVE SCHOOL,28.780246,-30.255675,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC441,MATATIELE LOCAL MUNICIPALITY,24401001,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MALUTI,LESEDI,THE,MANAGER,,,,,,,MALUTI,4740,"MALUTI,4740",P.O.BOX 182,MALUTI,4740,"P.O.BOX 182,MALUTI,4740",0392560552,TO BE UPDA,YES,ABCD,99,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,289,21,466,21,164,14,207,13,TRUE,49,33,82
500442779,500442779,5,KZ,ADVENT HOPE CHRISTIAN SCHOOL,ADVENT HOPE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC27,UMKHANYAKUDE DISTRICT MUNICIPALITY,KZN272,JOZINI LOCAL MUNICIPALITY,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,ZULULAND,OBONJENI,UBOMBO,THE,MANAGER,,,,,,,,,,TO BE UPDATED,TO BE UPDATED,,"TO BE UPDATED,TO BE UPDATED,",TO BE UPDATED,TO BE UPDA,NO,NONE,99,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,272,16,457,20,430,14,TRUE,1,1,2
200100018,100018,2,EC,AEROVILLE S SCHOOL,AEROVILLE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,620002,4201002,AEROVILLE(SOMERSET EAST) (20),25.60073,-32.74592,NEIMS 2007,163,SOMERSET-OOS/EAST,DC10,CACADU DISTRICT MUNICIPALITY,EC102,BLUE CRANE ROUTE LOCAL MUNICIPALITY,21002002,2,20207000,NONE,NOT APPLICABLE,GRAAFF-REINET,CIRCUIT4,K.T,GEDULD,,PERSEVERRANCE,ROAD, PERSEVERRANCE ROAD,,AEROVILLE,SOMERSETEAST,5850," PERSEVERRANCE ROAD,AEROVILLE,SOMERSETEAST,5850",P.O.BOX 336,SOMERSET EAST,5850,"P.O.BOX 336,SOMERSET EAST,5850",0422431491,URBAN,YES,ABCD,4,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-89,NO,FALSE,FALSE,EC100018,0,TO BE UPDATED,1109,31,1038,34,1001,33,898,34,TRUE,94,83,177
442506316,42506316,4,FS,AFRIKAANSE  H/SKOOL KROONSTAD,AFRIKAANSE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,3202001,3202001,AFRIKAANSE  HSKOOL KROONSTAD,27.233151,-27.635773,FSED 2007,316,KROONSTAD,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS201,MOQHAKA LOCAL MUNICIPALITY,42001003,3,41701004,ELANDIA,NOT APPLICABLE,FEZILE DABI,CIRCUIT13,J.V,RENSBURG,,DU TOIT,STREET, DU TOIT STREET,,MOREWAG,KROONSTAD,9500," DU TOIT STREET,,MOREWAG,KROONSTAD,9500",PRIVATE BAG X53,MREWAG,9500,"PRIVATE BAG X53,MREWAG,9500",0562123159,URBAN,Yes,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,FS42506316,0,TO BE UPDATED,523,28,534,28,552,29,579,29,TRUE,51,66,117
700230110,230110,7,GT,AFRIKAANSE HOËR MEISIESKOOL,AFRIKAANSE MEISIE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,230110,8230110,AFRIKAANSE HOER MEISIESKOOL,28.2196183336,-25.7570066666,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600056,56,77612124,SUNNYSIDE,NOT APPLICABLE,TSHWANE SOUTH,NOTAPPLICABLE,MISS. L,VENTER,,BOND,STREET, BOND STREET,,CLYDESDALE,PRETORIA,0002," BOND STREET,CLYDESDALE,PRETORIA,0002",POST OFFICE 0002,CLYDESDALE,0002,"POST OFFICE 0002,CLYDESDALE,0002",0123443811,URBAN,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,GP230110,0,TO BE UPDATED,1000,55,953,58,1019,71,1030,58,TRUE,248,,248
700230128,230128,7,GT,AFRIKAANSE HOËR SEUNSKOOL,AFRIKAANSE SEUN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,230128,8230128,AFRIKAANSE HOER SEUNSKOOL,28.2214966669,-25.756741667,GDE2009,204,PRETORIA,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600056,56,77612101,PRETORIA UNIVERSITY & SCHOOLS,NOT APPLICABLE,TSHWANE SOUTH,NOTAPPLICABLE,DR. P,EDWARDS,1,LYNNWOOD,,1 LYNNWOOD ,,CLYDESDALE,PRETORIA,0028,"1 LYNNWOOD ,CLYDESDALE,PRETORIA,0028",P.O.BOX 14078,HATFIELD,0028,"P.O.BOX 14078,HATFIELD,0028",0123443805,URBAN,YES,ACD,5,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,GP230128,0,TO BE UPDATED,1204,77,1198,66,1204,71,1216,73,TRUE,,325,325
600100013,100013,6,NW,AGELELANG THUTO,AGELELANG THUTO,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,23.46496,-26.16578,NEIMS 2007,83,GANYESA,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW391,KAGISANO LOCAL MUNICIPALITY,63901012,12,61104008,KHUNKWE,DR RUTH SEGOMOTSI MOMPATI,KAGISANO MOLOPO,MOROKWENG 2,THE,MANAGER,,MANYELEDI,VILLAGE, MANYELEDI VILLAGE,,,MOROKWENG,8614," MANYELEDI VILLAGE,MOROKWENG,8614",PRIVATE BAG X1016,MOROKWENG,8614,"PRIVATE BAG X1016,MOROKWENG,8614",0824327825,TO BE UPDA,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,NW100013,0,TO BE UPDATED,85,4,83,4,95,3,74,3,TRUE,,1,1
600100014,100014,6,NW,AGISANANG  PUBLIC SCHOOL,AGISANANG,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,25.82308,-26.55926,NEIMS 2007,86,DELAREYVILLE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW382,TSWAING LOCAL MUNICIPALITY,63802008,8,60701000,NONE,DR KENNETH KAUNDA,MAQUASSI HILLS,TSWAING,M.A,MOTOKO,,,,,,AGISANANG,SANNIESHOF,2760,"AGISANANG,SANNIESHOF,2760",P.O.BOX 79,SANNIESHOF,2760,"P.O.BOX 79,SANNIESHOF,2760",0186840023,TO BE UPDA,NO,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,NW100014,0,TO BE UPDATED,1403,38,1469,41,1396,41,1323,42,TRUE,,3,3
113008387,0113008387,1,WC,AGULHAS SCHOOL OF SKILLS,AGULHAS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,?,TO BE UPDATED,TO BE UPDATED,99,,N/A,,,WCED,13,BREDASDORP,TO BE UPDATED,OVERBERG DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,UNKNOWN,NOT APPLICABLE,OVERBERG,01,THE,MANAGER,,,,,,,NAPIER,7270,"NAPIER,7270",P.O.BOX 17,NAPIER,NAPIER,"P.O.BOX 17,NAPIER,NAPIER",0284233235,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,0,FALSE,FALSE,,,TO BE UPDATED,,,,,,,,,TRUE,,1,1
443011166,43011166,4,FS,AHA SETJHABA P/S,AHA SETJHABA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,27.47317,-26.932149,FSED 2007,318,PARYS,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS203,NGWATHE LOCAL MUNICIPALITY,42003014,14,41809002,LUSAKA,NOT APPLICABLE,FEZILE DABI,18,E.C,PULE,4955,BROWN,STREET,4955 BROWN STREET,,TUMAHOLE,PARYS,9585,"4955 BROWN STREET,,TUMAHOLE,PARYS,9585",P.O.BOX 1126,PARYS,9585,"P.O.BOX 1126,PARYS,9585",0568198192,URBAN,Yes,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,FS43011166,0,TO BE UPDATED,1041,28,1002,29,1003,30,864,29,TRUE,,1,1
443104215,43104215,4,FS,AJC JOOSTE C/S,AJC JOOSTE,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,3161001,3161001,AJC JOOSTE H/SKOOL,25.417066,-29.108001,FSED 2007,309,PETRUSBURG,DC16,XHARIEP DISTRICT MUNICIPALITY,FS161,LETSEMENG LOCAL MUNICIPALITY,41601005,5,40107004,PETRUSBURG NU,NOT APPLICABLE,XHARIEP,14,J.H,PRINSLOO,38,OSSEWA,STREET,38 OSSEWA STREET,BOLOKANANG,BOLOKANANG,PETRUSBURG,9932,"38 OSSEWA STREET,BOLOKANANG,BOLOKANANG,PETRUSBURG,9932",POST OFFICE 9932,PETRUSBURG,9932,"POST OFFICE 9932,PETRUSBURG,9932",0535740176,URBAN,No,NONE,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,FS43104215,0,TO BE UPDATED,478,17,471,17,492,18,479,20,TRUE,84,92,176
445109039,45109039,4,FS,AKOFANG I/S,AKOFANG,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,28.818526,-28.517242,FSED 2007,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904030,30,41512000,PHUTHADITJHABA SP,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT4,M.A,MASOEU,3653,NTEO,STREET,3653 NTEO STREET,,,PHUTHADITJHABA,9866,"3653 NTEO STREET,PHUTHADITJHABA,9866",P.O.BOX 5258,PHUTHADITJHABA,9866,"P.O.BOX 5258,PHUTHADITJHABA,9866",0587131367,URBAN,Yes,ABCDE,2,Y,MALUTI-A-PHOFUNG,RURAL,02-Jan-00,YES,FALSE,TRUE,FS45109039,0,TO BE UPDATED,409,14,430,11,428,14,521,13,TRUE,1,,1
441103107,41103107,4,FS,ALBERTINA SISULU S/S,ALBERTINA SISULU,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,3161002,3161002,ALBERTINA SISULU,25.935745,-29.736474,FSED 2007,307,EDENBURG,DC16,XHARIEP DISTRICT MUNICIPALITY,FS162,KOPANONG LOCAL MUNICIPALITY,41602002,2,40203000,EDENBURG SP,NOT APPLICABLE,XHARIEP,CIRCUIT1,K.S,LEHARE,1679,PHETCHA,STREET,1679 PHETCHA STREET,,,EDENBURG,,"1679 PHETCHA STREET,EDENBURG,",P.O.BOX 58,EDENBURG,9908,"P.O.BOX 58,EDENBURG,9908",0517431859,URBAN,No,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,FALSE,TRUE,FS41103107,0,TO BE UPDATED,506,21,563,19,511,19,502,20,TRUE,2,1,3
121112200,0121112200,1,WC,ALBERTINIA HS.,ALBERTINIA,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,3301,1353301,ALBERTINIA HS.,21.58481,-34.19994,WCED,57,RIVERSDAL,DC4,EDEN DISTRICT MUNICIPALITY,WC042,HESSEQUA LOCAL MUNICIPALITY,10402002,2,11601000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT2,J .J,CILLIERS,13,HORN,STREET,13 HORN STREET,,,ALBERTINA,,"13 HORN STREET,ALBERTINA,",P.O.BOX 180,ALBERTINIA,6695,"P.O.BOX 180,ALBERTINIA,6695",0287351018,RURAL,YES,ACD,4,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,NO,FALSE,FALSE,WC0121112200,0,TO BE UPDATED,400,16,404,17,381,16,425,16,TRUE,32,17,49
