NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
500101232,101232,5,KZ,AM MOOLLA SPES NOVA  FOR CP CHILDREN,AM MOOLLA ES NOVA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Physical disability,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,30.99131,-29.69208,NEIMS 2007,33,INANDA,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200052,52,61402006,LOWER MAJEAKGORO,ETHEKWINI,PINETOWN,PHOENIX,MR. A,APPANNA,313,LENHAM,DRIVE,313 LENHAM DRIVE,,PHOENIX,DURBAN,4300,"313 LENHAM DRIVE,,PHOENIX,DURBAN,4300",Private Bag x09,MOUNT EDGECOMBE,4300,"Private Bag x09,MOUNT EDGECOMBE,4300",0315003801,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,KZ101232,0,TO BE UPDATED,265,25,,,319,34,,36,TRUE,58,84,142
500102379,102379,5,KZ,AMAPHISI H,AMAPHISI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Intellectual disability,PUBLIC,PUBLIC,NOT APPLICABLE,5211102,NOT APPLICABLE,29.08443,-28.62478,NEIMS 2007,334,BERGVILLE,DC23,UTHUKELA DISTRICT MUNICIPALITY,KZN235,OKHAHLAMBA LOCAL MUNICIPALITY,52305010,10,51703006,LANGKLOOF,UKHAHLAMBA,OTHUKELA,BERGVILLE,E.V,NKABINDE,,OLIVIERSHOEK PASS,, OLIVIERSHOEK PASS ,,LANGKLOOF,BERGVILLE,3354," OLIVIERSHOEK PASS ,,LANGKLOOF,BERGVILLE,3354",P.O.BOX 525,JAGERSRUST,8474,"P.O.BOX 525,JAGERSRUST,8474",0364386240,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,KZ102379,0,TO BE UPDATED,335,16,374,17,321,15,345,18,FALSE,,,
444712104,44712104,4,FS,AMARI-SKOOL SPEC,AMARI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Severe Intel disability,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.752964,-27.95208,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804034,34,41022002,DAGBREEK,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT9,THE,SCOTT,,ARRARAT,ROAD, ARRARAT ROAD,,DAGBREEK,WELKOM,," ARRARAT ROAD,,DAGBREEK,WELKOM,",Private Bag X67,WELKOM,9460,"Private Bag X67,WELKOM,9460",0573528423,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS44712104,0,TO BE UPDATED,216,27,217,26,220,24,207,25,TRUE,23,58,81
200101020,101020,2,EC,AMASANGO CAREER SCHOOL,AMASANGO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Extrinsic,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.73701,-33.00726,ECED2007,47,OOS-LONDEN/EAST LONDON,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205031,31,21410001,EAST LONDON NU,NOT APPLICABLE,EAST LONDON,CIRCUIT1,R.B,XUZA,,OLD MT COKE,ROAD, OLD MT COKE ROAD,,DEERFIELD FARM,EAST LONDON,5200," OLD MT COKE ROAD,DEERFIELD FARM,EAST LONDON,5200",P.O. Box 38,EASTLONDON,5200,"P.O. Box 38,EASTLONDON,5200",0437369205,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Jan-96,0,FALSE,FALSE,EC101020,0,TO BE UPDATED,194,13,54,13,104,12,118,16,TRUE,25,40,65
200201026,201026,2,EC,ARCADIA SCHOOL,ARCADIA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Remedial / Learning Disabled,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.89586,-33.00424,ECED2007,47,OOS-LONDEN/EAST LONDON,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205003,3,21414000,NONE,NOT APPLICABLE,EAST LONDON,CIRCUIT3,D.L,BANDS,,KIMBERLEY,ROAD, KIMBERLEY ROAD,,,EAST LONDON,," KIMBERLEY ROAD,EAST LONDON,",P.O. Box 11168,EASTLONDON,5200,"P.O. Box 11168,EASTLONDON,5200",0437435503,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01-Jan-19,0,FALSE,FALSE,EC201026,0,TO BE UPDATED,200,20,220,21,198,23,190,25,FALSE,,,
500103563,103563,5,KZ,ARTHUR BLAXALL,ARTHUR BLAXALL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Visual Impairment,PUBLIC,PUBLIC,5311326,5311302,ARTHUR BLAXALL SCHOOL,30.40466,-29.58596,NEIMS 2007,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205035,35,TO BE UPDA,TO BE UPDATED,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG,MR. D. C,FRANK,87,ROYSTON,ROAD,87 ROYSTON ROAD,,MOUNTAIN RISE,PIETERMARITZBURG,3201,"87 ROYSTON ROAD,,MOUNTAIN RISE,PIETERMARITZBURG,3201",P.O.BOX 8132,CUMBERWOOD,3235,"P.O.BOX 8132,CUMBERWOOD,3235",0333871400,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,KZ103563,0,TO BE UPDATED,208,26,,,201,28,201,26,TRUE,84,66,150
102484679,0102484679,1,WC,ASTRA SKOOL,ASTRA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Physical disability,PUBLIC,PUBLIC,2246,,ASTRA SKOOL,18.57540088,-33.96305896,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100031,31,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT6,MNR. M,COOK,,PALOTTI,ROAD, PALOTTI ROAD,MONTANA,MONTANA ,CAPE TOWN ,," PALOTTI ROAD,MONTANA,MONTANA ,CAPE TOWN ,",P.O.BOX 21106,DURRHEIM,7490,"P.O.BOX 21106,DURRHEIM,7490",0219340155,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,WC0102484679,0,TO BE UPDATED,341,35,326,31,318,29,295,34,TRUE,16,12,28
101324612,0101324612,1,WC,ATHLONE SKOOL VIR BLINDES,ATHLONE  SCHOOL FOR THE BLIND,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Visual Impairment,PUBLIC,PUBLIC,2201,1342201,ATHLONE SKOOL VIR BLINDES,18.65304666,-33.91785443,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100009,9,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE NORTH,CIRCUIT1,F.H,FISHER,,ATHLONE,STREET, ATHLONE STREET,BELLVILLESOUTH,BEROMA GLENHAVEN,BELLVILLE SOUTH,7533," ATHLONE STREET,BELLVILLESOUTH,BEROMA GLENHAVEN,BELLVILLE SOUTH,7533",Private BAG  x1,KASSELSVLEI,,"Private BAG  x1,KASSELSVLEI,",0219512234,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,WC0101324612,0,TO BE UPDATED,305,45,337,41,363,50,401,51,TRUE,31,23,54
103447897,103447897,1,WC,ATLANTIS SCHOOL OF SKILLS,ATLANTIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,18.56865,-33.87948,GEOCODED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100001,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE NORTH,TO BE UPDATED,THE,MANAGER,,GOUDA,STREET, GOUDA STREET,WESFLEUR,WESFLEUR,ATLANTIS,7349," GOUDA STREET,WESFLEUR,WESFLEUR,ATLANTIS,7349",PRIVATE BAG X1,DASSENBERG,7349,"PRIVATE BAG X1,DASSENBERG,7349",0215725022,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,0,FALSE,FALSE,,,TO BE UPDATED,,,,,,,,,FALSE,,,
132447897,0132447897,1,WC,ATLANTIS VAARDIGHEIDSKOOL,ATLANTIS VAARDIGHEID,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MID,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,18.48233597,-33.56519038,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100029,29,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT2,ME. J,ERASMUS,,GOUDA WESFLEUR,STREET, GOUDA WESFLEUR STREET,,WYNBERG,ATLANTIS,7350," GOUDA WESFLEUR STREET,WYNBERG,ATLANTIS,7350",Private Bag X1,DASSENBERG,7350,"Private Bag X1,DASSENBERG,7350",0215725022,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,WC0132447897,0,TO BE UPDATED,232,16,223,17,278,16,236,16,TRUE,,21,21
923242552,923242552,9,LP,BANA-BATHARI SCHOOL,BANA-BATHARI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Intellectual disability,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,29.6867,-23.76857,NEIMS 2007,211,THABAMOOPO,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,93504032,32,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,DIMAMO,M .A,DIKOTLA,,SOLOMONDALE,, SOLOMONDALE ,,MANKWENA CIRCUIT,REGION 2,," SOLOMONDALE ,MANKWENA CIRCUIT,REGION 2,",P.O.BOX 638,SOVENGA,0727,"P.O.BOX 638,SOVENGA,0727",0152636120,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,LP923242552,0,TO BE UPDATED,278,19,,,,19,224,19,FALSE,,,
700131912,131912,7,GT,BARAGWANATH HOSPITAL SCHOOL,BARAGWANATH,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,Physical disability,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,27.943031667,-26.2620633339,GDE2009,322,SOWETO,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400024,24,77404007,DIEPKLOOF ZONE 6,NOT APPLICABLE,JOHANNESBURG CENTRAL,NOTAPPLICABLE,MS. V. E,SERIPE,48-50,NEXT TO,WARD,48-50 NEXT TO WARD,,SOWETO DIPEKLOOF,JOHANNESBURG,,"48-50 NEXT TO WARD,SOWETO DIPEKLOOF,JOHANNESBURG,",POST OFFICE,BERTSHAM,2013,"POST OFFICE,BERTSHAM,2013",0119338248,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,GP131912,0,TO BE UPDATED,103,10,143,11,165,12,161,11,FALSE,,,
