NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
700400168,400168,7,GT,CEDARWOOD SCHOOL,CEDARWOOD SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,28.04389,-25.98816,GDE2010,99,TO BE UPDA,TO BE UPDATED,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400094,94,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,JOHANNESBURG EAST,NOT APPLICABLE,J,EURELLE,113,DUNMAGLASS,ROAD,113 DUNMAGLASS ROAD,,GLEN FERNESS,MIDRAND,2068,"113 DUNMAGLASS ROAD,GLEN FERNESS,MIDRAND,2068",P.O.BOX 812,WITKOPPEN,2068,"P.O.BOX 812,WITKOPPEN,2068",0114659830,0826545421,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,30/10/2006,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700400168,700400168,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,160,23,,,,,,224,30,,,,,,,,FALSE,,,,
106008233,0106008233,1,WC,CENTRE OF SCIENCE AND TECHNOLOGY,OF SCIENCE AND TECHNOLOGY,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,GIFTED,PUBLIC,PUBLIC,WESTERN CAPE EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,1364448,CENTRE OF SCIENCE AND TECHNOLOGY,18.65423453,-34.04957819,WCED,99,TO BE UPDA,TO BE UPDATED,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100099,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,04,P.,COOPER,,MEW,WAY,MEW WAY,,KHAYELITSHA,,,"MEW WAY,KHAYELITSHA,",P.O.BOX 376,MITCHELL'S PLAIN,7784,"P.O.BOX 376,MITCHELL'S PLAIN,7784",0213619259,0834113243,URBAN,NOT APPLICABLE,NOT APPLICABLE,,Y,KHAYELITSHA,URBAN,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,106008233,106008233,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,276,16,,,,,,,,FALSE,,,,
101328529,0101328529,1,WC,CHERE BOTHA SKOOL,CHERE  BOTHA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TRAINING CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,328529,124,TO BE UPDATED,99,NOT APPLICABLE,18.64236091,-33.89002737,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,07,J.L.,VAN DER WESTHUIZEN,73,VAN DER STEL,STREET,73 VAN DER STEL STREET,OAKDALE,OAKDALE,BELLVILLE,7530,"73 VAN DER STEL STREET,OAKDALE,OAKDALE,BELLVILLE,7530",POST OFFICE,OAKDALE,7530,"POST OFFICE,OAKDALE,7530",0219489134,0826484215,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,101328529,101328529,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0101328529,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,186,14,,,,,,,,FALSE,,,,
600105106,600105106,9,NW,CHRISTIANA SCHOOL FOR THE BLIND,CHRISTIANA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,BLIND/PARTIALLY SIGHTED,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,99,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,SOUTHERN DISTRICT MUNICIPALITY,TO BE UPDATED,MAQUASSI HILLS LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MAQUASSI HILLS,MAQUASSIHILLS,THE,MANAGER,,,,,,,,,,PRIVATE BAG X1256,MAQUASSI HILLS,,"PRIVATE BAG X1256,MAQUASSI HILLS,",0182998296,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,TO BE UPDATED,TO BE UPDATED,LP,TO BE UPDATED,600105106,600105106,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,95,14,,,,,,,,FALSE,,,,
700260075,260075,7,GT,CON AMORESKOOL - SCHOOL,CON AMORESKOOL - SCHOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917155,917155,TO BE UPDATED,99,NOT APPLICABLE,28.2009716664,-26.0995799998,GDE2010,99,270,KEMPTON PARK,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79300017,17,77317036,SPARTAN,NOT APPLICABLE,EKURHULENI NORTH,NOT APPLICABLE,TK,GIESELBACH,,SABLE,STREET,SABLE STREET,,ESTHERPARK,KEMPTON PARK,1619,"SABLE STREET,ESTHERPARK,KEMPTON PARK,1619",P.O.BOX 8295,ELDEEN,1619,"P.O.BOX 8295,ELDEEN,1619",0119761037,0837794759,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700260075,700260075,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP260075,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,280,25,,,,,,,,FALSE,,,,
700140046,140046,7,GT,CORONATION TRAINING CENTRE,CORONATION TRAINING CENTRE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),910002,910002,TO BE UPDATED,99,NOT APPLICABLE,27.9756283336,-26.1878400003,GDE2010,99,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400068,68,77409205,NOORDGESIG,NOT APPLICABLE,JOHANNESBURG NORTH,NOT APPLICABLE,PP,BOTMAN-KERSPEY,,CORNER LONG & TWELFTH,STREET,CORNER LONG & TWELFTH STREET,,NEWLANDS,,,"CORNER LONG & TWELFTH STREET,NEWLANDS,",P.O.BOX 88663,NEWCLARE,2112,"P.O.BOX 88663,NEWCLARE,2112",0116735220,0839859020,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700140046,700140046,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,147,9,,,,,,,,FALSE,,,,
700400272,400272,7,GT,CROSS OVER JUNIOR REMEDIAL INDEPENDENT SCHOOL,CROSS OVER JUNIOR REMEDIAL INDEPENDENT SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,28.11468,-26.28589,GDE2010,99,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,EKURHULENI METROPOLITAN MUNICIPALITY,79300038,38,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,M,STEWART,,,STREET,STREET,,NO. 25 JS BUILDING,ALBERTON,1450,"STREET,NO. 25 JS BUILDING,ALBERTON,",POST OFFICE,RANDHART ALBERTON,,"POST OFFICE,RANDHART ALBERTON,",0116245098,0836574167,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,03/04/2009,,0,FALSE,FALSE,,,GT,NOT MOVED,700400272,99,YES,Based on interaction between Hilton and the province's EMIS unit,22/09/2009,,,,,TO BE UPDATED,,,,,,,11,2,,37,3,,,,,,,,FALSE,0,0,0,
700150375,150375,7,GT,CROSSROADS SCHOOL,CROSSROADS SCHOOL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,LEARNING DISABILITY,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,28.0034000002,-26.1375166667,GDE2010,99,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,79400099,99,60301000,NONE,NOT APPLICABLE,JOHANNESBURG NORTH,NOT APPLICABLE,S,COCKBURN,21,AVENUE,AVENUE,21 AVENUE AVENUE,,VICTORY PARK,JOHANNESBURG,2041,"21 AVENUE AVENUE,VICTORY PARK,JOHANNESBURG,2041",P.O.BOX 87432,HOUGHTON,2041,"P.O.BOX 87432,HOUGHTON,2041",0117825378,0828562805,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700150375,700150375,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,INCORRECT PROVINCE,,,,,,,,,,232,26,,,,,,,,FALSE,,,,
600102365,102365,6,NW,D P MOLOTO,D .P. MOLOTO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960631,960631,TO BE UPDATED,99,NOT APPLICABLE,25.96988,-25.48443,NEIMS 2007,99,7,LEHURUTSHE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805012,12,61014000,NONE,NGAKA MODIRI MOLEMA,ZEERUST,ZEERUST,D .M,TSIME,1833,UNIT,UNIT,1833 UNIT UNIT,,LEHURUTSHE,LERATO,2880,"1833  UNIT,LEHURUTSHE,LERATO,2880",P.O.BOX 126,LERATO,2880,"P.O.BOX 126,LERATO,2880",0183634078,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102365,600102365,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102365,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,35,4,,,,,,,,FALSE,,,,
600102366,102366,6,NW,DAERAADSKOOL,DAERAAD,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,BEHAVIOURAL PROBLEMS,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89014,89014,TO BE UPDATED,99,NOT APPLICABLE,25.97601,-27.18576,NEIMS 2007,99,195,WOLMARANSSTAD,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW404,MAQUASSI HILLS LOCAL MUNICIPALITY,64004001,99,62010000,NONE,DR RUTH SEGOMOTSI MOMPATI,MAQUASSI HILLS,MAQUASSIHILLS,B.P,KASSELMAN,,POTGIETER,STREET,POTGIETER STREET,,,WOLMARANSSTAD,2630,"POTGIETER STREET,WOLMARANSSTAD,2630",PRIVATE BAG X5,WOLMARANSSTAD,2630,"PRIVATE BAG X5,WOLMARANSSTAD,2630",0185961083,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NW,NW,600102366,600102366,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NW102366,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,53,14,,,,,,,,FALSE,,,,
500119658,119658,5,KZ,DAMOROSA PRE-VOCATIONAL HIGH,DAMOROSA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED / PRE VOCATIONAL,PUBLIC,TO BE UPDATED,TO BE UPDATED,63453,60342,TO BE UPDATED,99,NOT APPLICABLE,30.87211,-29.90542,NEIMS 2007,99,137,CHATSWORTH,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200071,71,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,CHATSWORTH,K .W,MAHARAJH,179,DAMAROSA,CRESCENT,179 DAMAROSA CRESCENT,,MOORTON,CHATSWORTH,4092,"179 DAMAROSA CRESCENT,MOORTON,CHATSWORTH,4092",P.O.BOX 561725,CHATSWORTH,4092,"P.O.BOX 561725,CHATSWORTH,4092",0314042880,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500119658,500119658,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ119658,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,290,22,,,,,,,,FALSE,,,,
132329746,0132329746,1,WC,DAWN SKOOL,DAWN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,TRAINING CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,329746,971,TO BE UPDATED,99,NOT APPLICABLE,18.50617248,-33.56308681,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100032,32,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO NORTH,02,J.B.,COETZEE,,MONTREAL,DRIVE,MONTREAL DRIVE,BEACONHILL,BEACON HILL,ATLANTIS,7349,"MONTREAL DRIVE,BEACONHILL,BEACON HILL,ATLANTIS,",P.O.BOX 3119,REYGERSDAL,7352,"P.O.BOX 3119,REYGERSDAL,7352",0215724359,0839699660,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,132329746,132329746,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0132329746,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,178,13,,,,,,,,FALSE,,,,
500120361,120361,5,KZ,DAYDAWN TRAINING CENTRE,DAYDAWN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,84609,80955,TO BE UPDATED,99,NOT APPLICABLE,30.98028,-29.83057,NEIMS 2007,99,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200025,25,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,DURBAN CENTRAL,MRS. H,FAYERS,127,KEAL,ROAD,127 KEAL ROAD,,SYDENHAM,DURBAN,4015,"127 KEAL ROAD,SYDENHAM,DURBAN,4015",P.O.BOX 19304,DORMERTON,4091,"P.O.BOX 19304,DORMERTON,4091",0312071424,0833989755,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,KZ,KZ,500120361,500120361,TO BE UPDATED,TO BE UPDATED,01/01/1900,NOT MOVED,KZ120361,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,121,11,,,,,,,,FALSE,,,,
103302201,0103302201,1,WC,DE GRENDEL SPESIALE SKOOL,DE GRENDEL ESIALE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SCHOOL OF SKILLS,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,302201,5121,TO BE UPDATED,99,NOT APPLICABLE,18.4997793,-33.88180067,WCED,99,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100055,55,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO CENTRAL,04,D,STRYDOM,,NOBLE,ROAD,NOBLE ROAD,MILNERTON,MILNERTON,CAPE TOWN,7441,"NOBLE ROAD,MILNERTON,MILNERTON,CAPE TOWN,7441",PRIVATE BAG X2,MILNERTON,7441,"PRIVATE BAG X2,MILNERTON,7441",0215523010,0836596164,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,103302201,103302201,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0103302201,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,507,39,,,,,,,,FALSE,,,,
130315604,0130315604,1,WC,DE LA BAT-SKOOL,DE LA BAT,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,PUBLIC,TO BE UPDATED,315604,5966,TO BE UPDATED,1318813,DE LA BAT-SKOOL,19.45373797,-33.78867968,WCED,99,174,WORCESTER,DC3,OVERBERG DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205019,19,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,07,P. A.,COOK,,DE LA BAT,ROAD,DE LA BAT ROAD,,,WORCESTER,,"DE LA BAT ROAD,WORCESTER,",P.O.BOX 98,WORCESTER,6850,"P.O.BOX 98,WORCESTER,6850",0233422560,0716747563,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,130315604,130315604,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0130315604,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,188,38,,,,,,,,FALSE,,,,
700150391,150391,7,GT,DELTAPARKSKOOL,DELTAPARKSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,LEARNING DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),910003,910003,TO BE UPDATED,8150391,DELTAPARKSKOOL,28.0044283332,-26.1214083335,GDE2010,99,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400099,99,77409046,CRAIGHALL PARK,NOT APPLICABLE,JOHANNESBURG NORTH,NOT APPLICABLE,A,LOMBARD,,STANDARD,DRIVE,STANDARD DRIVE,,BLAIRGOWRIE,,2123,"STANDARD DRIVE,BLAIRGOWRIE,2123",PRIVATE BAG X8,PINEGOWRIE,2123,"PRIVATE BAG X8,PINEGOWRIE,2123",0118887228,0829233505,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700150391,700150391,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP150391,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,560,50,,,,,,,,FALSE,,,,
700330100,330100,7,GT,DESTINATASKOOL,DESTINATASKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,LEARNING DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),907001,907001,TO BE UPDATED,8330100,DESTINATASKOOL,28.0313800004,-26.5553549998,GDE2010,99,320,VEREENIGING,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT422,MIDVAAL LOCAL MUNICIPALITY,74202008,8,70410010,HARMONIESRUS AH,NOT APPLICABLE,SEDIBENG EAST,NOT APPLICABLE,AB,LOTTERING,,WATTLE,AVENUE,WATTLE AVENUE,,GOLF PARK,MEYERTON,1960,"WATTLE AVENUE,GOLF PARK,MEYERTON,1960",P.O.BOX 24333,THREE RIVERS,1960,"P.O.BOX 24333,THREE RIVERS,1960",0163620546,0825540722,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700330100,700330100,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP330100,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,513,56,,,,,,,,FALSE,,,,
700320010,320010,7,GT,DIE ANKERSKOOL,DIE ANKERSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD MENTAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),908001,908001,TO BE UPDATED,99,NOT APPLICABLE,27.8162833329,-26.705666667,GDE2010,99,319,VANDERBIJLPARK,DC42,SEDIBENG DISTRICT MUNICIPALITY,GT421,EMFULENI LOCAL MUNICIPALITY,74201010,10,70409041,VANDERBIJLPARK CW 4,NOT APPLICABLE,SEDIBENG WEST,NOT APPLICABLE,PG,TOPHAM,,TENNYSON,STREET,TENNYSON STREET,,,VANDERBIJLPARK,,"TENNYSON STREET,VANDERBIJLPARK,",P.O.BOX 258,VANDERBIJLPARK,1913,"P.O.BOX 258,VANDERBIJLPARK,1913",0160311683,0825626263,URBAN,NO,NONE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700320010,700320010,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,GP320010,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,427,30,,,,,,,,FALSE,,,,
118447862,0118447862,1,WC,DIE BULT JEUGSENTRUM,DIE BULT JEUGSENTRUM,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,YOUTH CARE CENTRE,YOUTH CENTRE,SPECIAL NEEDS EDUCATION,PUBLIC,PUBLIC,TO BE UPDATED,447862,40291,TO BE UPDATED,99,NOT APPLICABLE,22.36584811,-33.97316923,WCED,99,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC044,GEORGE LOCAL MUNICIPALITY,10404016,16,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,03,L.,MEYER,,LANGEHOVEN,AVENUE,LANGEHOVEN AVENUE,,,GEORGE,,"LANGEHOVEN AVENUE,GEORGE,",PRIVATE BAG X6529,GEORGE,6530,"PRIVATE BAG X6529,GEORGE,6530",0448017600,0827763352,RURAL,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,118447862,118447862,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0118447862,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,153,28,,,,,,,,FALSE,,,,
