NatEmis,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,StreetName,Street,StreetType,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,PostalAddress,Telephone,TEL LENGTH,cellno,CELL LENGTH,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
103315605,1,WC,DOMINICAN GRIMLEY-SCHOOL,DOMINICAN GRIMLEY,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,315605,005967,TO BE UPDATED,9911,1329911,DOMINICAN GRIMLEY-SCHOOL,18.35322932,-34.02863687,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100074,74,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT1,M,KERBELKER,,VALLEY ROAD,VALLEY,ROAD,,HOUT BAY,CAPE TOWN,7806,"VALLEY ROAD,HOUT BAY,CAPE TOWN,7806",P.O. BOX 2986,CAPE TOWN,"P.O. BOX 2986,CAPE TOWN,7800",0217901052,10,0820623929,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,94,64,,FALSE,,,
700240648,7,GT,DOMINICAN SCHOOL FOR THE DEAF,DOMINICAN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),903002,903002,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.2551000001,-25.4066316664,GDE2009,TO BE UPDA,NEBO,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600074,74,61703002,VENTERSDORP NU,NOT APPLICABLE,TSHWANE NORTH,TO BE UPDATED,M.E,MATHIBE,5,5 SAPS ROAD,SAPS,ROAD,,HAMMANSKRAAL,PRETORIA,0001,"5 SAPS ROAD,HAMMANSKRAAL,PRETORIA,0001",P.O BOX 33,HAMMANSKRAAL,"P.O BOX 33,HAMMANSKRAAL,0400",0127110032,10,0825539039,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,388,274,,FALSE,,,
105314633,1,WC,DOMINIKAANSE SKOOL VIR DOWES,DOMINIKAANSE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,314633,000926,TO BE UPDATED,9912,,DOMINIKAANSE SKOOL VIR DOWES,18.47227078,-34.01457927,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100063,63,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT1,N,KARIEM,,CLARE ROAD,CLARE,ROAD,,WYNBERG,CAPE TOWN,7800,"CLARE ROAD,WYNBERG,CAPE TOWN,7800",POSBUS 19027,WYNBERG,"POSBUS 19027,WYNBERG,7800",0217618046,10,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,213,181,,FALSE,,,
700122044,7,GT,DON MATTERRA,HARVEY,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SEVERE MENTAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,911006,911006,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.8944983331,-26.2853133336,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400018,18,77409133,KENSINGTON SOUTH,NOT APPLICABLE,JOHANNESBURG CENTRAL,TO BE UPDATED,MR,BATCHELOR,8,8 MICHIGAN AVENUE,MICHIGAN,AVENUE,,ELDORADO PARK,JOHANNESBURG,1813,"8 MICHIGAN AVENUE,ELDORADO PARK,JOHANNESBURG,1813",P.O.BOX 7,ELDORADOPARK,"P.O.BOX 7,ELDORADOPARK,1811",0119452577,10,0829214188,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,135,41,,FALSE,,,
109329754,1,WC,DOROTHEA SKOOL,DOROTHEA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,329754,000956,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.86279693,-33.90991951,WCED,176,STELLENBOSCH,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC024,STELLENBOSCH LOCAL MUNICIPALITY,10204010,10,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT1,MR,DAVIS,,H/V LANG- EN LAST STREET,H/V LANG- EN LAST,STREET,,CLOETESVILLE,STELLENBOSCH,7600,"H/V LANG- EN LAST STREET,CLOETESVILLE,STELLENBOSCH,7600",POSBUS 2046,MATIELAND,"POSBUS 2046,MATIELAND,7600",0218895461,10,0832906260,10,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,282,104,,FALSE,,,
700133744,7,GT,DOUG WHITEHEAD SCHOOL,DOUG WHITEHEAD,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),909001,909001,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.0765316666,-26.1952599999,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400066,66,77426031,ORLANDO EAST,NOT APPLICABLE,JOHANNESBURG EAST,TO BE UPDATED,P,SINGH,24,24 CRESSY STREET,CRESSY,STREET,,KENSINGTON,JOHANNESBURG,2094,"24 CRESSY STREET,KENSINGTON,JOHANNESBURG,2094",P.O. BOX 33193,,"P.O. BOX 33193,2043",0116182300,10,0116182300,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,156,57,,FALSE,,,
700240721,7,GT,DR GEORGE MUKHARI SCHOOL,GA-RANKUWA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,OTHER,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),903004,915197,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.0123866666,-25.619576667,GDE2009,205,WONDERBOOM,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,TSH,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600032,32,77605001,GA-RANKUWA ZONE 2,NOT APPLICABLE,TSHWANE WEST,TO BE UPDATED,L .K,MTHETHWA,2365,2365 PILANE STREET,PILANE,STREET,GA-RANKUWA,,PRETORIA,0001,"2365 PILANE STREET,GA-RANKUWA,PRETORIA,0001",P.O. BOX 2365,PRETORIA,"P.O. BOX 2365,PRETORIA,0001",0125293796,10,0825577330,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,61,37,,FALSE,,,
700350058,7,GT,DR. W.K. DU PLESSIS-SKOOL,DR. W.K. DU PLESSIS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,EPILEPSY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),905003,916001,TO BE UPDATED,350058,8350058,DR. W.K. DU PLESSIS-SKOOL,28.4411216664,-26.2302683332,GDE2009,270,KEMPTON PARK,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300075,75,77321020,VISAGIE PARK,NOT APPLICABLE,GAUTENG EAST,TO BE UPDATED,JA,VAN EEDEN,26,26 EAST GEDULD AVENUE,EAST GEDULD,AVENUE,,PETERSFIELDS,SPRINGS,1560,"26 EAST GEDULD AVENUE,PETERSFIELDS,SPRINGS,1560",PRIVATE BAG X33,SPRINGS,"PRIVATE BAG X33,SPRINGS,1560",0118112982,10,0825732280,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,528,202,,FALSE,,,
924640262,9,LP,DRESSMAKING SCHOOL,DRESSMAKING,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION,PUBLIC,PUBLIC,TO BE UPDATED,99,,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC47,GREATER SEKHUKHUNE DISTRICT MUNICIPALITY,LIM474,FETAKGOMO LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,SEOTLONG,THE,MANAGER,,,,,,,,,,,,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,,,FALSE,,,
101007546,1,WC,DUNATOS PRIVAATSKOOL,RINGTINKEL,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIFIC LEARNING DISABILITIES ,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.65398368,-33.89162265,WCED,178,BELLVILLE,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,METRO EAST,CIRCUIT1,ME.M,STANDER,,OLD PAARL STREET,OLD PAARL,STREET,,OAK GLEN,BELLVILLE,,"OLD PAARL STREET,OAK GLEN,BELLVILLE,",,BLOEMENDAL,"BLOEMENDAL,7530",0219199585,10,0834092938,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,215,135,,FALSE,,,
500125467,5,KZ,DURBAN SCHOOL FOR HEARING IMPAIRED,DURBAN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,HEARING IMPAIRMENT,PUBLIC,TO BE UPDATED,TO BE UPDATED,62352,060126,TO BE UPDATED,NOT APPLICABLE,5411305,NOT APPLICABLE,30.87963,-30.05235,NEIMS 2007,34,DURBAN,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200097,99,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,UMBUMBULU,T,NAIDOO,16-18,16-18 ADAMS ROAD,ADAMS,ROAD,,AMANZIMTOTI,DURBAN,4126,"16-18 ADAMS ROAD,AMANZIMTOTI,DURBAN,4126",P.O.BOX 1514,AMANZIMTOTI,"P.O.BOX 1514,AMANZIMTOTI,4126",0319037253,10,0837771618,10,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,169,51,,FALSE,,,
600102367,6,NW,E S LE GRANGESKOOL,E. S. LE GRANGE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),89109,089109,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.11731,-26.71301,NEIMS 2007,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW402,POTCHEFSTROOM LOCAL MUNICIPALITY,64002003,3,61803001,BAILLIE PARK,DR RUTH SEGOMOTSI MOMPATI,POTCHEFSTROOM,POTCHEFSTROOM,ME.V. A,VAN GRAAN,17,17 RICHARDSON STREET,RICHARDSON,STREET,,BAILLIE PARK,POTCHEFSTROOM,2531,"17 RICHARDSON STREET,BAILLIE PARK,POTCHEFSTROOM,2531",PRIVATE BAG X6209,BAILLIE PARK,"PRIVATE BAG X6209,BAILLIE PARK,2520",0182907047,10,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,303,140,,FALSE,,,
700312124,7,GT,EAST RAND SCHOOL OF ARTS,EAST RAND   OF ARTS,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SCHOOL OF FOCUS LEARNING,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,905045,917157,TO BE UPDATED,312124,8312124,EAST RAND SCHOOL OF ART,28.3921583333,-26.1394766671,GDE2009,270,KEMPTON PARK,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300025,25,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EKURHULENI NORTH,TO BE UPDATED,MS,EDOM,1,1 JONES STREET,JONES,STREET,,PUTFONTEIN,BENONI,1500,"1 JONES STREET,PUTFONTEIN,BENONI,1500",P.O.BOX 1895,BENONI,"P.O.BOX 1895,BENONI,1500",0119694311,10,0843402254,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,429,176,,FALSE,,,
130334634,1,WC,EDEN SKOOL,EDEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,334634,957,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,19.46444132,-33.79509712,WCED,174,WORCESTER,DC3,OVERBERG DISTRICT MUNICIPALITY,WC025,BREEDE VALLEY LOCAL MUNICIPALITY,10205019,19,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT2,MNR. F,JAMES,,FISHER STREET,FISHER,STREET,,,WORCESTER,,"FISHER STREET,WORCESTER,",POSBUS 293,WORCESTER,"POSBUS 293,WORCESTER,6850",0233423770,10,,,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,143,48,,FALSE,,,
200401369,2,EC,EFATA SCHOOL,EFATA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,VISUAL IMPAIRMENT,PUBLIC,TO BE UPDATED,TO BE UPDATED,023414,234146,TO BE UPDATED,210028,4101012,EFATA SCHOOL FOR THE BLIND (10),28.43179,-31.34164,NEIMS 2007,235,TSOLO,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,EC141,ELUNDINI LOCAL MUNICIPALITY,21401001,99,23613004,EFATA,NOT APPLICABLE,MTHATA,CIRCUIT3,N,RASMENI,,QUEENSTOWN ROAD,QUEENSTOWN,ROAD,,DICOLINY,MTHATHA,5100,"QUEENSTOWN ROAD,DICOLINY,MTHATHA,5100",P.O.BOX 177,UMTATA,"P.O.BOX 177,UMTATA,5100",047536052789,12,0827761513,10,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UKHAHLAMBA,RURAL,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,493,204,,FALSE,,,
500128686,5,KZ,EKUKHANYENI,EKUKHANYENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,052002,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.35479,-29.64602,NEIMS 2007,226,PIETERMARITZBURG,DC22,UMGUNGUNDLOVU DISTRICT MUNICIPALITY,KZN225,THE MSUNDUZI LOCAL MUNICIPALITY,52205019,19,51109026,MASON'S MILL,UMGUNGUNDLOVU,UMGUNGUNDLOVU,PIETERMARITZBURG,M.M,MTHEMBU,,SUTHERLAND ROAD,SUTHERLAND,ROAD,,STAGEI IMBALI,LOT 2282,3201,"SUTHERLAND ROAD,STAGEI IMBALI,LOT 2282,3201",P.O.BOX 3093,PIETERMARITZBURG,"P.O.BOX 3093,PIETERMARITZBURG,3201",0333981325,10,0828947996,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,365,98,,FALSE,,,
700341560,7,GT,EKURHULENI SCHOOL FOR THE DEAF,KATLEHONG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,VISUAL IMPAIRMENT,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),906006,918235,TO BE UPDATED,341560,,KATLEHONG SCHOOL FOR THE DEAF AND BLIND,28.1632150005,-26.3446316667,GDE2009,323,GERMISTON,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300048,48,77316054,TSOLO,NOT APPLICABLE,EKURHULENI SOUTH,TO BE UPDATED,G,MORITI,1,1 CNR THUTONG & SONTONGA STREET,CNR THUTONG & SONTONGA,STREET,KATLEHONG,,GERMISTON,1431,"1 CNR THUTONG & SONTONGA STREET,KATLEHONG,GERMISTON,1431",PRIVATE BAG X16008,"LEONDALE,KATLEHONG","PRIVATE BAG X16008,LEONDALE,KATLEHONG,1432",0119051104,10,0721921799,10,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,247,125,,FALSE,,,
500129167,5,KZ,EKUTHUTHUKENI SCHOOL FOR SMH,EKUTHUTHUKENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,375140,116900,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,30.89211,-29.97831,NEIMS 2007,138,UMLAZI,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,ETH,ETHEKWINI METROPOLITAN MUNICIPALITY,59200087,87,TO BE UPDATED,TO BE UPDATED,ETHEKWINI,UMLAZI,PHUMELELAUMLAZI,MS. S.E,KHUZWAYO,413,413 Q LOCATION,Q,LOCATION,UMLAZI,,DURBAN,4031,"413 Q LOCATION,UMLAZI,DURBAN,4031",P.O.BOX 54541,UMLAZI,"P.O.BOX 54541,UMLAZI,4031",0319068889,10,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,220,40,,FALSE,,,
700160424,7,GT,ELANDSPARKSKOOL,ELANDSPARK,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),906002,917158,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,28.1293599997,-26.1915183334,GDE2009,323,GERMISTON,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300020,20,77315027,GERMISTON CENTRAL,NOT APPLICABLE,EKURHULENI NORTH,TO BE UPDATED,T,GROENEWALD,10,10 CNR PLANTATION AND VAN DER LINDE AVENUE,CNR PLANTATION AND VAN DER LINDE,AVENUE,,,BEDFORDVIEW,2008,"10 CNR PLANTATION AND VAN DER LINDE AVENUE,BEDFORDVIEW,2008",PRIVATE BAG X3,BEDFORDVIEW,"PRIVATE BAG X3,BEDFORDVIEW,2008",0116165333,10,0825544989,10,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,805,248,,FALSE,,,
300010706,3,NC,ELIZABETH CONRADIE SKOOL,ELIZ H CONRADIE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),215600,970279,9400,2010706,2010706,ELIZABETH CONRADIE SCHOOL,24.75249,-28.76827,NEIMS 2007,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901022,22,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOTAPPLICABLE,PA,JACOBS,,MEMORIAL ROAD,MEMORIAL,ROAD,,SOUTHRIDGE,KIMBERLEY,8301,"MEMORIAL ROAD,SOUTHRIDGE,KIMBERLEY,8301",PRIVATE BAG X5061,KIMBERLEY,"PRIVATE BAG X5061,KIMBERLEY,8300",0538324354,10,0829267388,10,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,251,40,,,,,248,205,SATELITE,FALSE,,,
800030205,8,MP,ENJABULWENI SCHOOL SEVERELY MENTALY HANDICAPPED,ENJABULWENI,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION,INDEPENDENT,TO BE UPDATED,NEW EDUCATION DEPARTMENT,99,722044,800030205,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,19,NKOMAZI,DC32,EHLANZENI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,EHLANZENI,NOT APPLICABLE,NKULULEKO,THE,MANAGER,,,,,,,,,,,,,0137788468,10,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,,,FALSE,,,
200100206,2,EC,ENKUSELWENI PRIMARY SCHOOL,ENKUSELWENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,BEHAVIOURAL PROBLEMS,PUBLIC,TO BE UPDATED,TO BE UPDATED,018418,184181,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,25.58359,-33.87689,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500021,21,27508005,KWAZAKELE 2,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT11,MRS .Z.W,WILSKUT,,MBILINI ROAD,MBILINI,ROAD,,KWAZAKHELE,PORT ELIZABETH,,"MBILINI ROAD,KWAZAKHELE,PORT ELIZABETH,",P.O.BOX 372,SWARTKOPS,"P.O.BOX 372,SWARTKOPS,6210",0414661661,10,0834161386,10,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,15,36,,FALSE,,,
