NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
200501355,501355,2,EC,NOMPUMALANGA SPECIAL SCHOOL,NOMPUMALANGA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,PRIMARY SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TRANSKEI,014251,014251,TO BE UPDATED,99,NOT APPLICABLE,-30.84763,29.79458,,D,,38,BIZANA,DC15,OLIVER TAMBO DISTRICT MUNICIPALITY,EC151,MBIZANA LOCAL MUNICIPALITY,21501007,7,23012029,NOMLACU,A,MBIZANA,BIZANA VILLAGE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MRS. N,MTOLO,,NOMLACU,AREA,NOMLACU AREA,ESIKHUMBENI A/A,,BIZANA,4800,"NOMLACU AREA,ESIKHUMBENI A/A,BIZANA,4800",P.O.BOX 135,BIZANA,4800,"P.O.BOX 135,BIZANA,4800",0392513233,0832064372,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,O.R.TAMBO,RURAL,01/01/1988,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200501355,200501355,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC501355,0,TO BE UPDATED,TO BE UPDATED,,,,,,,249,,,239,17,,,,,,,,,,,,,,,,,,,OPEN,OPEN,,
200501449,501449,2,EC,SIVE SCHOOL,SIVE,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,HEARING IMPAIRMENT,PUBLIC,TO BE UPDATED,TO BE UPDATED,154247,154247,TO BE UPDATED,99,NOT APPLICABLE,-30.3416,28.8105,,D,,232,MOUNT CURRIE,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC441,MATATIELE LOCAL MUNICIPALITY,24401019,19,23806021,MVENYANE,A,MALUTI,NUNGE RANGE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.M,JONA,,MVENYANE,MISSION,MVENYANE MISSION,,,,,"MVENYANE MISSION,",P.O.BOX 74,CEDARVILLE,4720,"P.O.BOX 74,CEDARVILLE,4720",,0833455069,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,ALFRED NZO,RURAL,01/01/1996,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200501449,200501449,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC501449,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,OPEN,,
200501451,501451,2,EC,NOLITHA SPECIAL SCHOOL,NOLITHA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,174290,174290,TO BE UPDATED,99,NOT APPLICABLE,-30.72372,29.42595,,D,,148,MASIXEBENI/MT.AYLIFF,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC442,UMZIMVUBU LOCAL MUNICIPALITY,24402003,3,23822000,NONE,A,MT FRERE,MKEMANE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MRS.I,NJENJANE,,MSUKENI,TRIBAL AUTHORITY,MSUKENI TRIBAL AUTHORITY,,MOUNT AYLIFF,,,"MSUKENI TRIBAL AUTHORITY,MOUNT AYLIFF,",P.O.BOX 469,KOKSTAD,4700,"P.O.BOX 469,KOKSTAD,4700",0392548971,0827526396,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,ALFRED NZO,RURAL,01/01/1992,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200501451,200501451,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC501451,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,255,16,,,,,,,,,,,,,,,,,,,,OPEN,,
200501591,501591,2,EC,SIGCAU SPECIAL SCHOOL,SIGCAU,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,PRIMARY SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,144486,TO BE UPDATED,99,TO BE UPDATED,,,,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,A,LUSIKISIKI,SIGCAU,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,12/06/2008,NOT APPLICABLE,0,,,FROM SNE SNAP2009,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,01/01/1900,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,50,5,,,,,,,,,0,,,,,,,,,,,OPEN,,
200600014,600014,2,EC,ALIWAL NORTH TECH ORIENT SCHOOL,ALIWAL NORTH,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,MILD AND MODERATELY HANDICAPPED,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),214378,214378,TO BE UPDATED,99,NOT APPLICABLE,-30.69246,26.71701,,D,,369,ALIWAL-NOORD/NORTH,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,EC143,MALETSWAI LOCAL MUNICIPALITY,21403004,4,22801000,NONE,B,STERKSPRUIT,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,F,BROWN,,OLD LADY-GREY,ROAD,OLD LADY-GREY ROAD,,,ALIWAL NORTH,9750,"OLD LADY-GREY ROAD,ALIWAL NORTH,9750",P.O.BOX 209,ALIWAL NORTH,9750,"P.O.BOX 209,ALIWAL NORTH,9750",0516332681,,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UKHAHLAMBA,RURAL,01/01/1906,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200600014,200600014,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600014,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,162,17,,,,,,,,,,,,,,,,,,,,OPEN,,
200600305,600305,2,EC,GALI THEMBANI,JJ SERFONTEIN,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,REFORM SCHOOL,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),194162,194162,TO BE UPDATED,99,NOT APPLICABLE,-31.89122,26.84736,,D,,296,QUEENSTOWN,DC13,CHRIS HANI DISTRICT MUNICIPALITY,EC134,LUKANJI LOCAL MUNICIPALITY,21304025,25,22112000,NONE,B,QUEENSTOWN,LUKHANJI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.J,BOTHA,,WATERBOK,ROAD,WATERBOK ROAD,,MADEIRA PARK,QUEENSTOWN,5320,"WATERBOK ROAD,MADEIRA PARK,QUEENSTOWN,5320",P.O.BOX7068,QUEENSTOWN,5320,"PRIVATE BAG X70,QUEENSTOWN,5320",0458570077,0833213586,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,CHRIS HANI,RURAL,01/01/1984,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200600305,200600305,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600305,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,86,17,,,,,,,,,,,,,,,,,,,,OPEN,,
200600319,600319,2,EC,KANYISA SPECIAL SCHOOL,KANYISA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,064175,064175,TO BE UPDATED,99,NOT APPLICABLE,-31.31806,27.41662,,D,,348,INDWE,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,EC142,SENQU LOCAL MUNICIPALITY,21402014,14,22501000,NONE,B,NGCOBO,CALA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,N. A,SILWANA,1025,BO,STREET,1025 BO STREET,,CALA,ELLIOT,5460,"1025 BO STREET,CALA,ELLIOT,5460",P.O.BOX 409,ELLIOT,5460,"P.O.BOX 409,ELLIOT,5460",0478770190,0826306000,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UKHAHLAMBA,RURAL,01/01/1991,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200600319,200600319,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC600319,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,173,16,,,,,,,,,,,,,,,,,,,,OPEN,,
200601153,601153,2,EC,ALIWAL NORTH AMASANGO CAREER SCHOOL,ALIWAL NORTH,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION,PUBLIC,TO BE UPDATED,TO BE UPDATED,214353,214353,TO BE UPDATED,99,NOT APPLICABLE,-30.69535,26.7055,,D,,369,ALIWAL-NOORD/NORTH,DC14,UKHAHLAMBA DISTRICT MUNICIPALITY,EC143,MALETSWAI LOCAL MUNICIPALITY,21403004,4,22801000,NONE,B,STERKSPRUIT,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR .G,GELDENHUYS,18,MURRAY -OLD STATION BUILDING,STREET,18 MURRAY -OLD STATION BUILDING STREET,,,ALIWAL NORTH,9750,"18 MURRAY -OLD STATION BUILDING STREET,ALIWAL NORTH,9750",P.O.BOX 402,ALIWALNORTH,9750,"P.O.BOX 402,ALIWALNORTH,9750",0516342002,0828647564,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,UKHAHLAMBA,RURAL,,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,EC,EC,200601153,200601153,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,EC601153,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,253,17,,,,,,,,,,,,,,,,,,,,OPEN,,
300010701,10701,3,NC,BOITUMELO SPECIAL SCHOOL,BOITUMELO,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),226020,970285,9401,99,NOT APPLICABLE,-28.71623,24.70205,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901015,15,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MR. E.J,JAHNIG,1913,JOHN DAKA,STREET,1913 JOHN DAKA STREET,,PHUTHANANG,KIMBERLEY,,"1913 JOHN DAKA STREET,PHUTHANANG,KIMBERLEY,",P.O.BOX 9661,MANKURWANE,8345,"P.O.BOX 9661,MANKURWANE,8345",0538720809,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,GALESHEWE,URBAN,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010701,300010701,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10701,0,TO BE UPDATED,TO BE UPDATED,,,166,14,,,200,,,201,18,,201,,,,,,SATELITE,,,,,,,,,OPEN,,OPEN,OPEN,OPEN,
300010702,10702,3,NC,GEORGE KEKANA SECURE CARE SCHOOL,GEORGE KEKANA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,BEHAVIOURAL PROBLEMS,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),74418,970280,9421,99,NOT APPLICABLE,-28.71871,24.74896,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901013,13,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,B.M,MABINA,296,LANG,STREET,296 LANG STREET,,"GALESHEWE,KIIMBERLEY",KIMBERLEY,8345,"296 LANG STREET,GALESHEWE,KIIMBERLEY,KIMBERLEY,8345",PRIVATE BAG X5063,MANKURWANE,8345,"PRIVATE BAG X5063,MANKURWANE,8345",0538713674,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,GALESHEWE,URBAN,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010702,300010702,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10702,0,TO BE UPDATED,TO BE UPDATED,70,7,31,8,39,,20,,,56,7,,31,,,,,,SATELITE,,,,,,,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,
300010703,10703,3,NC,JANNIE BRINK SPESIALE SKOOL,JANNIE BRINK,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),215601,970281,9414,99,NOT APPLICABLE,-28.71036,24.78472,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901021,21,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MRS.D.M,GROENEWALD,,SECOND,AVENUE,SECOND AVENUE,,KENILWORTH,KIMBERLEY,,"SECOND AVENUE,KENILWORTH,KIMBERLEY,",P.O.BOX 814,KIMBERLEY,8301,"P.O.BOX 814,KIMBERLEY,8301",0538410139,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010703,300010703,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10703,0,TO BE UPDATED,TO BE UPDATED,,,163,17,175,,190,,,198,19,,202,,,,,,SATELITE,,,,,,,,,OPEN,OPEN,OPEN,OPEN,OPEN,
300010704,10704,3,NC,KIMBERLEY OPLEIDINGSENTRUM,KIMBERLEY,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),225450,970283,9419,99,NOT APPLICABLE,-28.7048,24.74114,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,A,MARAIS,263,BARKLY,ROAD,263 BARKLY ROAD,,HOMESTEAD,KIMBERLEY,8300,"263 BARKLY ROAD,HOMESTEAD,KIMBERLEY,8300",P.O.BOX 1814,KIMBERLEY,8300,"P.O.BOX 1814,KIMBERLEY,8300",0538713355,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010704,300010704,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10704,0,TO BE UPDATED,TO BE UPDATED,,,79,8,96,,91,,,94,8,,95,,,,,,SATELITE,,,,,,,,,OPEN,OPEN,OPEN,OPEN,OPEN,
300010705,10705,3,NC,RE TLAMELENG SPECIAL SCHOOL,RE TLAMELENG,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,VISUAL IMPAIRMENT,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),226010,970286,9403,2010705,NOT APPLICABLE,-28.72844,24.74215,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901008,8,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J,PHILANDERS,17,RESERVE,ROAD,17 RESERVE ROAD,,WEST END,KIMBERLEY,8301,"17 RESERVE ROAD,WEST END,KIMBERLEY,8301",P.O.BOX 2646,KIMBERLEY,8301,"P.O.BOX 2646,KIMBERLEY,8301",0538712389,0824537888,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010705,300010705,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10705,0,TO BE UPDATED,TO BE UPDATED,125,14,112,,,,,,,149,20,,157,,,,,,SATELITE,,,,,,,,OPEN,OPEN,,,OPEN,OPEN,
300010706,10706,3,NC,ELIZABETH CONRADIE SKOOL,ELIZ H CONRADIE,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),215600,970279,9400,2010706,ELIZABETH CONRADIE SCHOOL,-28.76827,24.75249,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901022,22,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,N.S,MAPHALANE,,MEMORIAL,ROAD,MEMORIAL ROAD,,,KIMBERLEY,,"MEMORIAL ROAD,KIMBERLEY,",PRIVATE BAG X5061,KIMBERLEY,8300,"PRIVATE BAG X5061,KIMBERLEY,8300",0538324354,0761937931,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010706,300010706,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10706,0,TO BE UPDATED,TO BE UPDATED,,,251,40,,,,,,247,41,,248,,,,,,SATELITE,,,,,,,,,OPEN,,,OPEN,OPEN,
300010707,10707,3,NC,NJ HEYNS SPESIALE SKOOL,N.J. HEYNS ESIALE,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,HOUSE OF ASSEMBLY(HOA),202601,970278,9417,99,NOT APPLICABLE,-28.76733,24.7597,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901022,22,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W.F.K,CRONJE,23,MACDOUGALL,STREET,23 MACDOUGALL STREET,,KIMBERLEY,PRIVATE BAG X5011KIMBERLEY8300,8300,"23 MACDOUGALL STREET,KIMBERLEY,PRIVATE BAG X5011KIMBERLEY8300,8300",PRIVATE BAG X5011,KIMBERLEY,8300,"PRIVATE BAG X5011,KIMBERLEY,8300",0538328915,0834490742,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010707,300010707,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10707,0,TO BE UPDATED,TO BE UPDATED,458,33,453,34,413,,515,,,475,34,,438,,,,,,SATELITE,,,,,,,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,
300010708,10708,3,NC,HUIS MIMOSA PRIMÊRE SKOOL,HUIS MIMOSA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,ORDINARY SCHOOL,BEHAVIOURAL PROBLEMS,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),226090,970284,9429,99,NOT APPLICABLE,-28.71968,24.74952,,D,,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901013,13,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,MRS. S .D,BARENDS,,ETHEL,STREET,ETHEL STREET,,GALESHEWE,KIMBERLEY,,"ETHEL STREET,GALESHEWE,KIMBERLEY,",P.O.BOX 2173,GALESHEWE,8301,"P.O.BOX 2173,GALESHEWE,8301",0538712594,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,GALESHEWE,URBAN,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300010708,300010708,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC10708,0,TO BE UPDATED,TO BE UPDATED,97,8,52,7,74,,95,,,78,7,,50,,,,,,SATELITE,,,,,,,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,
300040701,40701,3,NC,MARCUS MBETHA SINDISA SECURE CARE CENTRE,MARCUS MBETHA SINDISA,OPEN,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,SPECIAL NEEDS EDUCATION SCHOOL,SPECIAL NEEDS EDUCATION CENTRE,SECURE CARE,PUBLIC,TO BE UPDATED,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDATED,9420,99,NOT APPLICABLE,-28.4701,21.20809,,D,,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC083,KHARA HAIS LOCAL MUNICIPALITY,30803003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,SIYANDA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,D,KLAASEN,65,TOERMALYN,STREET,65 TOERMALYN STREET,,,UPINGTON,8800,"65 TOERMALYN STREET,UPINGTON,8800",P.O.BOX 2245,UPINGTON,8800,"P.O.BOX 2245,UPINGTON,8800",0543392246,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NOT APPLICABLE,0,,,NOT MOVED,TO BE UPDATED,NC,NC,300040701,300040701,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,NC40701,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,40,3,,,,,,,,SATELITE,,,,,,,,,,,,OPEN,,
