"NatEmis","EmisNo","ProvinceCD","Province","Institution","Name","DoE_Status","Sector","Type_DoE","Phase_DoE","Specialisation","OwnerLand","OwnerBuild","ExDept","PaypointNo","ComponentNo","Responsibility","ExamNo","ExamCentre","GIS_Long","GIS_Lat","GISSource","MagDist_Code","Magisterial_District","DMunCode","DMunName","LMunCode","LMunName","Ward_ID","Ward","SP_Code","SP_Name","EIRegion","EIDistrict","EICircuit","TransDate","TransComm","AddrInit","Addressee","Street_No","Street","StreetType","StreetName","Township_Village","Suburb","Town_City","Postal_Code","StreetAddress","Box_P_Bag","Post_Office","Box_Bag_Postal_Code","PostalAddress","Telephone","cellno","Urban_Rural","Section21","Section21_Function","Quintile","NAS","NodalArea","NAT","Registration_Date","NoFeeSchool","Allocation","Dinaledi_Schools","Quids_Up_School","Demarcation_From","Demarcation_To","OldNATEMIS","NewNATEMIS","Verified_by_PEDs","Verfication_Comment","NEIMSEMISN","GIS_ERROR","Snap_Learners_2007","Educator_Numbers_2007","Snap_Learners_2008","Educator_Numbers_2008","Snap_Learners_2009","Educator_Numbers_2009","Snap_Learners_2010","Educator_Numbers_2010","GradeR_Lrns_2010","Snap_Learners_2011","Educator_Numbers_2011","GradeR_Lrns_2011","Snap_Learners_2012","Educator_Numbers_2012","GradeR_Lrns_2012","MAIN_SATELITE","MAIN_NATEMIS","MAIN_INSTITUTION","BOARDING SCHOOL","FEMALE BOARDERS","MALE BOARDERS","TOTAL BOARDERS","ECD_SOCIALDEVELOPMEN_NO"
800004036,"800004036","8","MP","ETHOKOMALA SPECIAL SCHOOL","ETHOKOMALA L","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","DEPARTMENT OF EDUCATION AND TRAINING(DET)","200041","200041","800004036","99","NOT APPLICABLE",,,"TO BE UPDATED","TO BE UPDA","NEBO","DC30","GERT SIBANDE DISTRICT MUNICIPALITY","MP307","GOVAN MBEKI LOCAL MUNICIPALITY","TO BE UPDATED","99","TO BE UPDATED","TO BE UPDATED","GERT SIBANDE","NOT APPLICABLE","HIGHVELD RIDGE WEST",,"TO BE UPDATED",,"MR PJJ LUDIK","1","ZONDAGSKRAAL IS",,"1 ZONDAGSKRAAL IS",,"ZONDAGSKRAAL 125IS","KINROSS",,"1 ZONDAGSKRAAL IS,ZONDAGSKRAAL 125IS,KINROSS,","PRIVATE BAG X1","KINROSS","2270","PRIVATE BAG X1,KINROSS,2270","0176871177",,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/04/1990,,0,FALSE,FALSE,"MP","MP",800004036,800004036,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,28,18,,,,,,,,FALSE,,,,
130447838,"0130447838","1","WC","EUREKA JEUGSENTRUM","EUREKA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL YOUTH CENTRE","PHYSICAL DISABILITY","PUBLIC","PUBLIC","TO BE UPDATED","447838","40296","TO BE UPDATED","99","NOT APPLICABLE",19.27863027,-33.70694816,"WCED","174","WORCESTER","DC3","OVERBERG DISTRICT MUNICIPALITY","WC025","BREEDE VALLEY LOCAL MUNICIPALITY","10205019","19","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","CAPE WINELANDS","05",,"TO BE UPDATED","E.J.","ZEELIE",,"EUREKA YOUTH","CENTRE","EUREKA YOUTH CENTRE",,"GROOT EILAND","RAWSONVILLE",,"EUREKA YOUTH CENTRE,GROOT EILAND,RAWSONVILLE,","PRIVATE BAG X1","RAWSONVILLE","6845","PRIVATE BAG X1,RAWSONVILLE,6845","0233491807","0829255499","RURAL","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",130447838,130447838,"YES","DECEMBER 2007 SUBMISSION","WC0130447838","TO BE UPDATED",,,,,,,,,,69,25,,,,,,,,FALSE,,,,
700330118,"330118","7","GT","EUREKASKOOL","EUREKASKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","907002","907002","TO BE UPDATED","99","NOT APPLICABLE",27.9142250004,-26.6695816665,"GDE2010","320","VEREENIGING","DC42","SEDIBENG DISTRICT MUNICIPALITY","GT421","EMFULENI LOCAL MUNICIPALITY","74201015","15","70409053","VANDERBIJLPARK SW 5","NOT APPLICABLE","SEDIBENG EAST","NOT APPLICABLE",,"TO BE UPDATED","A","LOMBARD",,"KWAGGA","STREET","KWAGGA STREET",,"VEREENIGING","GEDEELTE","1930","KWAGGA STREET,,VEREENIGING,GEDEELTE,1930","PRIVATE BAG X052","VEREENIGING","1930","PRIVATE BAG X052,VEREENIGING,1930","0164211064","0828265033","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700330118,700330118,"YES","DECEMBER 2007 SUBMISSION","GP330118","TO BE UPDATED",,,,,,,,,,413,34,,425,,,,,,FALSE,,,,
700341552,"341552","7","GT","EZIBELENI SCHOOL FOR PHYSICALLY DISABLED CHILDREN","EZIBELENI SCHOOL FOR PHYSICALLY DISABLED CHILDREN","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","PHYSICALLY DISABLED","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","918002","918002","TO BE UPDATED","99","NOT APPLICABLE",28.1478533334,-26.3242450006,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79300052","52","70504002","HEIDELBERG NU","NOT APPLICABLE","EKURHULENI SOUTH","NOT APPLICABLE",,"TO BE UPDATED","BM","TENZA",,"CORNER KHUMALO AND HOSPITAL","ROAD","CORNER KHUMALO AND HOSPITAL ROAD",,"TNOKOZA","KATLHONG","1452","CORNER KHUMALO AND HOSPITAL ROAD,,TNOKOZA,KATLHONG,1452","P.O.BOX 4237","ALRODE","1452","P.O.BOX 4237,ALRODE,1452","0119093918","0848001275","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700341552,700341552,"YES","DECEMBER 2007 SUBMISSION","GP341552","TO BE UPDATED",,,,,,,,,,145,32,,,,,,,,FALSE,,,,
700400034,"400034","7","GT","FADIMEHANG MENTAL CARE","FADIMEHANG MENTAL CARE","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PRIVATE","PRIVATE","NEW EDUCATION DEPARTMENT","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",27.8430040716,-26.2269888448,"GDE2010","TO BE UPDA","TO BE UPDATED","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400048","48","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG WEST","NOT APPLICABLE",,"TO BE UPDATED","GN","NTLOKO","11","BSEBIGI",,"11 BSEBIGI",,"DOBSONVILLE","SOWETO","1865","11 BSEBIGI,DOBSONVILLE,SOWETO,1865","P.O.BOX 185","DOBSONVILLE","1865","P.O.BOX 185,DOBSONVILLE,1865","0119888070","0824077743","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700400034,700400034,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,51,5,,,,,,,,FALSE,,,,
443611251,"443611251","4","FS","FAKKELSKOOL","FAKKELSKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SNE","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","130206","196402","TO BE UPDATED","3201052","TO BE UPDATED",27.814215,-26.813694,"FSED 2007","329","SASOLBURG","DC20","FEZILE DABI DISTRICT MUNICIPALITY","FS204","METSIMAHOLO LOCAL MUNICIPALITY","42004015","15","41909009","SASOLBURG EXT 12","NOT APPLICABLE","FEZILE DABI","17","3/29/2012 3:37:03 PM","UNKNOWN","J.B.","VAN DER MERWE",,"JAN SMUTS","STREET","JAN SMUTS STREET",,,"SASOLBURG",,"JAN SMUTS STREET,SASOLBURG,","P.O.BOX 521","SASOLBURG","9570","P.O.BOX 521,SASOLBURG,9570","0169760470","0724547355","Urban","Yes","ABCDE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"FS","FS",443611251,443611251,"YES","TO BE UPDATED","FS43611251","TO BE UPDATED",,,340,27,382,27,373,,,397,34,,702,,,,,,FALSE,,,,
107008381,"0107008381","1","WC","FAURE SCHOOL OF SKILLS","FAURE","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SCHOOL OF SKILLS","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","003250","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",18.72357413,-34.02064267,"WCED","07","KUILSRIVER","TO BE UPDATED","CAPE WINELANDS DISTRICT MUNICIPALITY","TO BE UPDATED","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100016","16","TO BE UPDATED","UNKNOWN","NOT APPLICABLE","METRO EAST","01",,"TO BE UPDATED","C A","AFRICA",,,,,,,"FAURE",,"FAURE,","PRIVATE BAG X2","EERSTERIVIER","7103","PRIVATE BAG X2,EERSTERIVIER,7103","0219045306","0827728374","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED",,"TO BE UPDATED",,,,,,,,,,246,15,,,,,,,,FALSE,"0","0","0",
700311746,"311746","7","GT","FELICITASSKOOL - SCHOOL","FELICITASSKOOL - SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SEVERE MENTAL DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","916002","916002","TO BE UPDATED","99","NOT APPLICABLE",28.380238333,-26.2438849997,"GDE2010","327","BRAKPAN","EKU","EKHURULENI METROPOLITAN MUNICIPALITY","EKU","EKURHULENI METROPOLITAN MUNICIPALITY","79300075","75","77314001","ALBERTINA","NOT APPLICABLE","GAUTENG EAST","NOT APPLICABLE",,"TO BE UPDATED","DA","CHAMBERLAIN",,"CORNER FELICITAS AND MURIEL BRAND","STREET","CORNER FELICITAS AND MURIEL BRAND STREET",,"BRENTHURST","BRAKPAN","1540","CORNER FELICITAS AND MURIEL BRAND STREET,,BRENTHURST,BRAKPAN,1540","P.O.BOX 566","BRAKPAN","1540","P.O.BOX 566,BRAKPAN,1540","0118134142","0825566791","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700311746,700311746,"YES","DECEMBER 2007 SUBMISSION","GP311746","TO BE UPDATED",,,,,,,,,,481,43,,,,,,,,FALSE,,,,
700240689,"240689","7","GT","FILADELFIA","FILADELFIA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","DEAF","PUBLIC","PUBLIC","DEPARTMENT OF EDUCATION AND TRAINING(DET)","915004","915004","TO BE UPDATED","8240689","FILADELFIA",28.0900033335,-25.5463516669,"GDE2010","205","WONDERBOOM","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","TSH","CITY OF TSHWANE METROPOLITAN MUNICIPALITY","79600036","36","77614011","SOSHANGUVE G","NOT APPLICABLE","TSHWANE WEST","NOT APPLICABLE",,"TO BE UPDATED","MI","SHADUNG","3167","COLLEGE","DRIVE","3167 COLLEGE DRIVE",,"BLOCK L","SOSHANGUVE","0164","3167 COLLEGE DRIVE,,BLOCK L,SOSHANGUVE,0164","PRIVATE BAG X76","SOSHANGUVE","0164","PRIVATE BAG X76,SOSHANGUVE,0164","0127931204","0827854849","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700240689,700240689,"YES","DECEMBER 2007 SUBMISSION","GP240689","TO BE UPDATED",,,,,,,,,,492,67,,,,,,,,FALSE,,,,
102484636,"0102484636","1","WC","FILIA SKOOL","FILIA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","INTELLECTUAL DISABILITY","PUBLIC","TO BE UPDATED","TO BE UPDATED","484636","4150","TO BE UPDATED","99","NOT APPLICABLE",18.56150564,-33.90125199,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100027","27","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO NORTH","04",,"TO BE UPDATED","D.B.","HERBERT","107","MILTON","ROAD","107 MILTON ROAD","VASCOESTATE","GOODWOOD","CAPE TOWN",,"107 MILTON ROAD,VASCOESTATE,GOODWOOD,CAPE TOWN ,","P.O.BOX 12911","N1 CITY","7483","P.O.BOX 12911,N1 CITY,7483","0215921361","0847802615","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",102484636,102484636,"YES","DECEMBER 2007 SUBMISSION","WC0102484636","TO BE UPDATED",,,,,,,,,,189,16,,,,,,,,FALSE,,,,
800004234,"800004234","8","MP","FLAMBOYANT SCHOOL","FLAMBOYANT","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","ORDINARY SCHOOL","PRIVATE","PRIVATE","TRANSVAAL EDUCATION DEPARTMENT(TED)","TO BE UPDATED","701527","800004234","99","NOT APPLICABLE",31.0263,-25.31822,"GEOCODE 2010 GOOGLE EARTH","17","WITRIVIER","DC32","EHLANZENI DISTRICT MUNICIPALITY","MP322","MBOMBELA LOCAL MUNICIPALITY","83202030","30","81407003","NELSPRUIT (NU)","EHLANZENI","NOT APPLICABLE","WHITE RIVER",,"TO BE UPDATED","W","WAINNES",,,,,,"WHITE RIVER","WHITERIVER","1240","WHITE RIVER,WHITERIVER,1240","P.O.BOX 837","TOM LAWRENCE","1240","P.O.BOX 837,TOM LAWRENCE,1240","0137513484","0836206321","TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1996,,0,FALSE,FALSE,"MP","MP",800004234,800004234,"YES","DECEMBER 2007 SUBMISSION","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,168,25,,,,,,,,FALSE,,,,
101324795,"0101324795","1","WC","FLORIDA VAARDIGHEIDSKOOL","FLORIDA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SCHOOL OF SKILLS","MILD AND MODERATELY HANDICAPPED","PUBLIC","PUBLIC","TO BE UPDATED","324795","864","TO BE UPDATED","99","NOT APPLICABLE",18.55331838,-33.9229471,"WCED","64","WYNBERG","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","CPT","CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY","19100030","30","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","METRO NORTH","05",,"TO BE UPDATED","C.A.","SMITH",,"CORNER TEXEL & RICHMOND","ROAD","CORNER TEXEL & RICHMOND ROAD","RUYTERWACHT","RUYTERWACHT","CAPE TOWN",,"CORNER TEXEL & RICHMOND ROAD,RUYTERWACHT,RUYTERWACHT,CAPE TOWN,","P.O.BOX 850","EPPINDUST","7475","P.O.BOX 850,EPPINDUST,7475","0215350756","0824986700","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"WC","WC",101324795,101324795,"YES","DECEMBER 2007 SUBMISSION","WC0101324795","TO BE UPDATED",,,,,,,,,,241,17,,,,,,,,FALSE,,,,
700400348,"400348","7","GT","FOOTPRINTS PREPARATORY SCHOOL","FOOTPRINTS","OPEN","INDEPENDENT","SPECIAL NEEDS EDUCATION CENTRE","PRIMARY SCHOOL","TO BE UPDATED","PRIVATE","PRIVATE","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",27.98047,-26.09599,"GDE2010","TO BE UPDA","TO BE UPDA","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG NORTH","NOT APPLICABLE",,"TO BE UPDATED","SL","ROWE",,"MALANSHOF, RANDBURG",,"MALANSHOF, RANDBURG",,,"JOHANNESBURG","2040","MALANSHOF, RANDBURG,JOHANNESBURG,2040","P.O.BOX 58",,"2040","P.O.BOX 58,2040","0117910062","0834577382","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED",11/03/2010,,0,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,41,8,,,,,,,,FALSE,,,,
700130377,"130377","7","GT","FOREST TOWN SCHOOL","FOREST TOWN SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","CEREBRAL PALSIED","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","909002","909002","TO BE UPDATED","99","NOT APPLICABLE",28.0392733337,-26.1715516672,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400087","87","60319023","RUSTENBURG NU","NOT APPLICABLE","JOHANNESBURG EAST","NOT APPLICABLE",,"TO BE UPDATED","L","LOVELL",,"NEW FOREST","ROAD","NEW FOREST ROAD",,"FOREST TOWN","JOHANNESBURG",,"NEW FOREST ROAD,,FOREST TOWN,JOHANNESBURG,","PRIVATE BAG X2","PARKVIEW","2122","PRIVATE BAG X2,PARKVIEW,2122","0116460131",,"URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700130377,700130377,"YES","DECEMBER 2007 SUBMISSION","GP130377","TO BE UPDATED",,,,,308,,306,,,301,34,,294,,,,,,FALSE,,,,
700120238,"120238","7","GT","FRANCES VORWERGSKOOL","FRANCES VORWERGSKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","CEREBRAL PALSIED","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","911004","911004","TO BE UPDATED","99","NOT APPLICABLE",28.0340199999,-26.2603900002,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400056","56","77426034","PIMVILLE","NOT APPLICABLE","JOHANNESBURG SOUTH","NOT APPLICABLE",,"TO BE UPDATED","LJJ","VAN WYK","370","RIFLERANGE","ROAD","370 RIFLERANGE ROAD",,"HADDON","JOHANNESBURG",,"370 RIFLERANGE ROAD,,HADDON,JOHANNESBURG,","P.O.BOX 82239","SOUTHDALE","2135","P.O.BOX 82239,SOUTHDALE,2135","0116833390","0795126387","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700120238,700120238,"YES","DECEMBER 2007 SUBMISSION","GP120238","TO BE UPDATED",,,,,351,,430,,,363,37,,325,,,,,,FALSE,,,,
500145632,"145632","5","KZ","FULTON SCHOOL FOR THE DEAF","FULTON","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","HEARING IMPAIRMENT","PUBLIC","PUBLIC","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","5412106","NOT APPLICABLE",30.7856,-29.79773,"NEIMS 2007","136","PINETOWN","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","ETH","ETHEKWINI METROPOLITAN MUNICIPALITY","59200010","10","TO BE UPDATED","TO BE UPDATED","ETHEKWINI","PINETOWN","UMHLATHUZE",,"TO BE UPDATED","B .W","CAMPELL","8","ROOSEVELT","ROAD","8 ROOSEVELT ROAD",,"GILLITS","PINETOWN","3603","8 ROOSEVELT ROAD,GILLITS,PINETOWN,3603","PRIVATE BAG X9002","GILLITS","3603","PRIVATE BAG X9002,GILLITS,3603","0317671304",,"TO BE UPDATED","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,,0,FALSE,FALSE,"KZ","KZ",500145632,500145632,"TO BE UPDATED","TO BE UPDATED","KZ145632","TO BE UPDATED",,,,,,,88,,,107,18,,32,,,,,,FALSE,,,,
930351647,"930351647","9","LP","FULUFHELO SCHOOL","FULUFHELO SCHOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","SPECIAL NEEDS","TO BE UPDATED","TO BE UPDATED","VENDA","410328","410328","TO BE UPDATED","99","NOT APPLICABLE",30.48367,-22.97358,"NEIMS 2007","107","THOHOYANDOU","DC34","VHEMBE DISTRICT MUNICIPALITY","LIM343","THULAMELA LOCAL MUNICIPALITY","93403025","25","90719000","NONE","NORTHERN","VHEMBE","MVUDI",,"TO BE UPDATED","TA","SIAGA A.T.",,"PUNDAMARIA","ROAD","PUNDAMARIA ROAD","BLOCKG",,"THOUYANDOU",,"PUNDAMARIA ROAD,BLOCKG,,THOUYANDOU,","P.O.BOX 113","SIBASA","0970","P.O.BOX 113,SIBASA,0970","0159624732","0832695498","URBAN","NO","TO BE UPDATED","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",01/01/1900,"NO",99,FALSE,FALSE,"LP","LP",930351647,930351647,"TO BE UPDATED","TO BE UPDATED","LP930351647","TO BE UPDATED",,,,30,,,,,,997,44,,,,,,,,FALSE,,,,
700400309,"400309","7","GT","FUNDA UJABULE SCHOOL INSTITUTE FOR CHILDHOOD EDUCATION","FUNDA UJABULE SCHOOL INSTITUTE FOR CHILDHOOD EDUCATION","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","COMBINED SCHOOL","ORDINARY SCHOOL","PUBLIC","PUBLIC","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","NOT APPLICABLE",27.9008186236,-26.2843124266,"GDE2010","TO BE UPDA","TO BE UPDA","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","99","TO BE UPDATED","TO BE UPDATED","NOT APPLICABLE","JOHANNESBURG CENTRAL","NOT APPLICABLE",,"TO BE UPDATED","MR","MABOYA",,"PIMVILLE","LOCATION","PIMVILLE LOCATION",,,"JOHANNESBURG","1809","PIMVILLE LOCATION,JOHANNESBURG,1809","P.O.BOX 55",,"1809","P.O.BOX 55,1809","0115595011","0765239873","URBAN","NO","NONE","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED",06/10/2009,,0,FALSE,FALSE,"TO BE UPDATED","TO BE UPDATED",,,"TO BE UPDATED","TO BE UPDATED","TO BE UPDATED","TO BE UPDATED",,,,,,,,,,163,3,,220,,,,,,FALSE,,,,
200200189,"200189","2","EC","FUNDISA SPECIAL SCHOOL","FUNDISA","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","PHYSICAL DISABILITY","PUBLIC","TO BE UPDATED","CISKEI","114203","114203","TO BE UPDATED","99","NOT APPLICABLE",27.4142,-32.90295,"NEIMS 2007","156","KING WILLIAM'S TOWN","DC12","AMATOLE DISTRICT MUNICIPALITY","EC125","BUFFALO CITY LOCAL MUNICIPALITY","21205038","38","21454000","NONE","C","KING WILLIAMS TOWN","CIRCUIT 16",,"TO BE UPDATED","M.N","KIVIET","6",,"ZONE","6  ZONE",,"GOVERNMENT BUILDING","ZWELITSHA","5608","6  ZONE,GOVERNMENT BUILDING,ZWELITSHA,5608","P.O.BOX 1052","KING WILLIAMS TOWN","5608","P.O.BOX 1052,KING WILLIAMS TOWN,5608",,"0833513854","URBAN","NOT APPLICABLE","NOT APPLICABLE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"EC","EC",200200189,200200189,"YES","DECEMBER 2007 SUBMISSION","EC200189","TO BE UPDATED",,,,,,,,,,201,12,,,,,,,,FALSE,,,,
700120527,"120527","7","GT","FUTURASKOOL","FUTURASKOOL","OPEN","PUBLIC","SPECIAL NEEDS EDUCATION CENTRE","SPECIAL NEEDS EDUCATION SCHOOL","LEARNING DISABILITY","PUBLIC","PUBLIC","HOUSE OF ASSEMBLY(HOA)","914156","914156","TO BE UPDATED","99","NOT APPLICABLE",27.9990500001,-26.2530883331,"GDE2010","321","JOHANNESBURG","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","JHB","CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY","79400054","54","77409191","MOFFATT VIEW","NOT APPLICABLE","JOHANNESBURG CENTRAL","NOT APPLICABLE",,"TO BE UPDATED","AP","BOTHMA","50","LEIPOLDT","STREET","50 LEIPOLDT STREET",,"RIDGEWAY","JOHANNESBURG",,"50 LEIPOLDT STREET,,RIDGEWAY,JOHANNESBURG,","P.O.BOX 90943","BERTSHAM","2013","P.O.BOX 90943,BERTSHAM,2013","0114333248","0825525897","URBAN","NO","NONE","TO BE UPDATED","N","NOT APPLICABLE","NOT APPLICABLE",,,0,FALSE,FALSE,"GT","GT",700120527,700120527,"YES","DECEMBER 2007 SUBMISSION","GP120527","TO BE UPDATED",,,,,,,,,,324,21,,,,,,,,FALSE,,,,
